devp_gid,bldg_plane_id,bldg_fid,bg_geoid,azimuth,tilt,flat_m2,slope_degrees,slope_m2,pitchmultiplier,pct_shading,area_derate_factor,kw,dc_ac_ratio,array_type,losses,module_type,inverter_efficiency,annual_kwh,the_geom_4326,the_geom_32620,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,field_32,field_33,field_34,field_35,field_36,field_37,field_38,field_39
"759625","27","821462","7.2002E+11","90","21","2.4190769210152596","21","2.5911821331683798","1.071144993637029","11","0.98","0.46216324527191205","1.2","1","14.08","0","96","609.9435517195469","POLYGON ((-66.6974533286895621 18.1544173040456975, -66.6974386299228570 18.1544175869899362, -66.6974383349493536 18.1544035820192882, -66.6974530337148934 18.1544032990752875, -66.6974533286895621 18.1544173040456975))","POLYGON ((108699.6304853625479154 2011207.6453207354061306, 108701.1884360557887703 2011207.6453207354061306, 108701.1884360555559397 2011206.0925906447228044, 108699.6304853625479154 2011206.0925906447228044, 108699.6304853625479154 2011207.6453207354061306))",,,,,,,,,,,,,,,,,,
"6218389","2","704698","7.2002E+11","315","43","4.529161034","43","6.192846258","1.3673274610985953","18.714285714285715","0.98","1.104556059","1.2","1","14.08","0","96","912.9867616946301","POLYGON ((-66.7213466143864764 18.1628617907221255, -66.7213353671501039 18.1628620087164983, -66.7213352186373214 18.1628550064162795, -66.7213351694505690 18.1628546113006806, -66.7213350405742176 18.1628542329503304, -66.7213348369608923 18.1628538859050295, -66.7213345664353596 18.1628535835015228, -66.7213342393937410 18.1628533373610175, -66.7213338684040878 18.1628531569425391, -66.7213334677232979 18.1628530491794926, -66.7213330527493156 18.1628530182131165, -66.7213257003933080 18.1628531607162600, -66.7213255949215949 18.1628481877641512, -66.7213329472774035 18.1628480452610539, -66.7213333605973276 18.1628479982407036, -66.7213337563795648 18.1628478750406153, -66.7213341194144363 18.1628476803952843, -66.7213344357507196 18.1628474217848179, -66.7213346932317677 18.1628471091475028, -66.7213348819627328 18.1628467544977781, -66.7213349946907925 18.1628463714646564, -66.7213350270838959 18.1628459747678832, -66.7213348785712697 18.1628389724676467, -66.7213495832818779 18.1628386874605923, -66.7213500431657138 18.1628603706699039, -66.7213466143864764 18.1628617907221255))","POLYGON ((106187.1043603845755570 2012194.6643288447521627, 106188.2964518368244171 2012194.6643288454506546, 106188.2964518366497941 2012193.8879625345580280, 106188.3007751484401524 2012193.8440672121942043, 106188.3135789418593049 2012193.8018587618134916, 106188.3343711742782034 2012193.7629592316225171, 106188.3623528111493215 2012193.7288635086733848, 106188.3964485350297764 2012193.7008818713948131, 106188.4353480647550896 2012193.6800896390341222, 106188.4775565144373104 2012193.6672858470119536, 106188.5214518376160413 2012193.6629625337664038, 106189.3007260328740813 2012193.6629625342320651, 106189.3007260322337970 2012193.1115962236654013, 106188.5214518352877349 2012193.1115962243638933, 106188.4775565133313648 2012193.1072729113511741, 106188.4353480650461279 2012193.0944691186305135, 106188.3964485350297764 2012193.0736768869683146, 106188.3623528114985675 2012193.0456952492240816, 106188.3343711738707498 2012193.0115995265077800, 106188.3135789429070428 2012192.9726999958511442, 106188.3007751496043056 2012192.9304915459360927, 106188.2964518368244171 2012192.8865962238050997, 106188.2964518366497941 2012192.1102299133781344, 106186.7379034465993755 2012192.1102299131453037, 106186.7379034456680529 2012194.5143132780212909, 106187.1043603845755570 2012194.6643288447521627))",,,,,,,,,,,,,,,,,,
"1073860","12","858230","7.2002E+11","135","30","4.0283124802936205","30","4.6514945897549005","1.1547005383792517","11","0.98","0.8296405750286829","1.2","1","14.08","0","96","1157.766395","POLYGON ((-66.7214851703526222 18.1588262410618313, -66.7214704659800475 18.1588265260185295, -66.7214703174971788 18.1588195237164669, -66.7214702683130696 18.1588191286006264, -66.7214701394411378 18.1588187502497611, -66.7214699358338379 18.1588184032036928, -66.7214696653157233 18.1588181007991913, -66.7214693382826312 18.1588178546575101, -66.7214689673022434 18.1588176742377172, -66.7214685666311738 18.1588175664732567, -66.7214681516669401 18.1588175355054489, -66.7214607994809086 18.1588176779832260, -66.7214606940304265 18.1588127050298027, -66.7214680462162448 18.1588125625520718, -66.7214684595267755 18.1588125155331426, -66.7214688553003015 18.1588123923343936, -66.7214692183274849 18.1588121976902777, -66.7214695346574018 18.1588119390808629, -66.7214697921336608 18.1588116264443720, -66.7214699808615990 18.1588112717952299, -66.7214700935885077 18.1588108887624280, -66.7214701259823357 18.1588104920656868, -66.7214699774996234 18.1588034897636099, -66.7214791050746641 18.1588033128802664, -66.7214850237650126 18.1588193281656736, -66.7214851703526222 18.1588262410618313))","POLYGON ((106163.3575000570854172 2011747.7121497141197324, 106164.9160484481835738 2011747.7121497141197324, 106164.9160484480089508 2011746.9357834036927670, 106164.9203717586351559 2011746.8918880808632821, 106164.9331755523453467 2011746.8496796311810613, 106164.9539677851716988 2011746.8107801016885787, 106164.9819494222756475 2011746.7766843782737851, 106165.0160451451083645 2011746.7487027412280440, 106165.0549446761142462 2011746.7279105088673532, 106165.0971531250979751 2011746.7151067161466926, 106165.1410484478110448 2011746.7107834031339735, 106165.9203226426616311 2011746.7107834035996348, 106165.9203226430690847 2011746.1594170932658017, 106165.1410484478110448 2011746.1594170932658017, 106165.0971531238174066 2011746.1550937811844051, 106165.0549446757067926 2011746.1422899884637445, 106165.0160451456904411 2011746.1214977554045618, 106164.9819494223338552 2011746.0935161185916513, 106164.9539677852881141 2011746.0594203951768577, 106164.9331755522289313 2011746.0205208652187139, 106164.9203717592172325 2011745.9783124153036624, 106164.9160484476014972 2011745.9344170936383307, 106164.9160484475432895 2011745.1580507834441960, 106163.9485968181397766 2011745.1580507827457041, 106163.3575000563869253 2011746.9456960931420326, 106163.3575000570854172 2011747.7121497141197324))",,,,,,,,,,,,,,,,,,
"6218390","3","704698","7.2002E+11","360","35.8","2.9848510963700496","35.8","3.6801679799864604","1.2329485998353475","16.6","0.98","0.6563947609103851","1.2","1","14.08","0","96","591.2059675705519","POLYGON ((-66.7213069415384723 18.1628625596598603, -66.7213066445152236 18.1628485550589645, -66.7213213492271251 18.1628482700539244, -66.7213214977392965 18.1628552723542640, -66.7213215469260064 18.1628556674698594, -66.7213216758023435 18.1628560458202273, -66.7213218794156404 18.1628563928655531, -66.7213221499411588 18.1628566952690775, -66.7213224769827633 18.1628569414096113, -66.7213228479724307 18.1628571218281003, -66.7213232486532348 18.1628572295911788, -66.7213236636272171 18.1628572605575691, -66.7213310159834094 18.1628571180544718, -66.7213311214553499 18.1628620910065415, -66.7213069415384723 18.1628625596598603))","POLYGON ((106191.3092744236346334 2012194.6643288447521627, 106191.3092744238674641 2012193.1115962238982320, 106189.7507260327693075 2012193.1115962231997401, 106189.7507260330021381 2012193.8879625343251973, 106189.7464027205714956 2012193.9318578557576984, 106189.7335989273269661 2012193.9740663063712418, 106189.7128066956065595 2012194.0129658372607082, 106189.6848250583861955 2012194.0470615597441792, 106189.6507293353788555 2012194.0750431972555816, 106189.6118298045475967 2012194.0958354286849499, 106189.5696213542832993 2012194.1086392223369330, 106189.5257260323269293 2012194.1129625348839909, 106188.7464518368942663 2012194.1129625341854990, 106188.7464518367196433 2012194.6643288449849933, 106191.3092744236346334 2012194.6643288447521627))",,,,,,,,,,,,,,,,,,
"1073883","3","704477","7.2002E+11","270","38.16666666666666","6.683476723930041","38.16666666666666","8.500809156","1.2719142306737603","14.666666666666664","0.98","1.516204321","1.2","1","14.08","0","96","1574.257334","POLYGON ((-66.7200481393077069 18.1600900809746904, -66.7200334348052735 18.1600903658406203, -66.7200332863686043 18.1600833635279848, -66.7200332371867546 18.1600829684112917, -66.7200331083162581 18.1600825900591083, -66.7200329047095551 18.1600822430112991, -66.7200326341911278 18.1600819406047087, -66.7200323071568420 18.1600816944606507, -66.7200319361744789 18.1600815140383141, -66.7200315355006381 18.1600814062712210, -66.7200311205330081 18.1600813753008055, -66.7200237682820472 18.1600815177331967, -66.7200236628643779 18.1600765447722665, -66.7200310151151399 18.1600764023399215, -66.7200314284295644 18.1600763553234863, -66.7200318242073820 18.1600762321270217, -66.7200321872390418 18.1600760374848882, -66.7200325035734636 18.1600757788770899, -66.7200327610540853 18.1600754662417536, -66.7200329497860594 18.1600751115933008, -66.7200330625165492 18.1600747285606658, -66.7200330949133615 18.1600743318635800, -66.7200327550218049 18.1600582978865042, -66.7200401072717284 18.1600581554539424, -66.7200405205861244 18.1600581084375001, -66.7200409163638710 18.1600579852410284, -66.7200412793955024 18.1600577905988807, -66.7200415957298674 18.1600575319910682, -66.7200418532104464 18.1600572193557390, -66.7200420419424063 18.1600568647072826, -66.7200421546728535 18.1600564816746406, -66.7200421870696516 18.1600560849775547, -66.7200420386329398 18.1600490826649690, -66.7200472680658976 18.1600489813568160, -66.7200481393077069 18.1600900809746904))","POLYGON ((106318.4472581603331491 2011884.6943876775912941, 106320.0058065504417755 2011884.6943876768928021, 106320.0058065504999831 2011883.9180213660001755, 106320.0101298611843958 2011883.8741260438691825, 106320.0229336557677016 2011883.8319175934884697, 106320.0437258881283924 2011883.7930180644616485, 106320.0717075255815871 2011883.7589223408140242, 106320.1058032492292114 2011883.7309407033026218, 106320.1447027780814096 2011883.7101484711747617, 106320.1869112290441990 2011883.6973446777556092, 106320.2308065500692464 2011883.6930213670711964, 106321.0100807452108711 2011883.6930213659070432, 106321.0100807461421937 2011883.1416550560388714, 106320.2308065492543392 2011883.1416550565045327, 106320.1869112290441990 2011883.1373317434918135, 106320.1447027786634862 2011883.1245279503054917, 106320.1058032487053424 2011883.1037357184104621, 106320.0717075255233794 2011883.0757540815975517, 106320.0437258884776384 2011883.0416583581827581, 106320.0229336567572318 2011883.0027588279917836, 106320.0101298629306257 2011882.9605503785423934, 106320.0058065507328138 2011882.9166550561785698, 106320.0058065506746061 2011881.1389224354643375, 106319.2265323551255278 2011881.1389224347658455, 106319.1826370323542506 2011881.1345991231501102, 106319.1404285836033523 2011881.1217953299637884, 106319.1015290527720936 2011881.1010030973702669, 106319.0674333302886225 2011881.0730214610230178, 106319.0394516928936355 2011881.0389257383067161, 106319.0186594607657753 2011881.0000262074172497, 106319.0058556681615300 2011880.9578177568037063, 106319.0015323556726798 2011880.9139224349055439, 106319.0015323559055105 2011880.1375561244785786, 106318.4472581599256955 2011880.1375561244785786, 106318.4472581603331491 2011884.6943876775912941))",,,,,,,,,,,,,,,,,,
"6218391","4","704698","7.2002E+11","90","27.16666666666667","3.955991195","27.16666666666667","4.446521927","1.1239969221079398","14.166666666666664","0.98","0.7930816509784699","1.2","1","14.08","0","96","1028.101338","POLYGON ((-66.7212553198217222 18.1628635601778861, -66.7212419654018447 18.1628638190073453, -66.7212405490923430 18.1628607325214269, -66.7212401265409767 18.1628408089267737, -66.7212548312533471 18.1628405239269384, -66.7212553198217222 18.1628635601778861))","POLYGON ((106196.7806454006931745 2012194.6643288449849933, 106198.1960764811374247 2012194.6643288447521627, 106198.3391937895794399 2012194.3192191745620221, 106198.3391937912674621 2012192.1102299138437957, 106196.7806453985976987 2012192.1102299133781344, 106196.7806454006931745 2012194.6643288449849933))",,,,,,,,,,,,,,,,,,
"1073884","4","704477","7.2002E+11","90","35.666666666666664","3.5411911450783395","35.666666666666664","4.358802826","1.2308860627513059","11.888888888888891","0.98","0.7774360720480821","1.2","1","14.08","0","96","1023.802676","POLYGON ((-66.7197824544705185 18.1600771570832222, -66.7197772250351591 18.1600772583843231, -66.7197765452989699 18.1600451904207958, -66.7197912498019292 18.1600449055751874, -66.7197915466553724 18.1600589102043628, -66.7197841944033314 18.1600590526274317, -66.7197837810887648 18.1600590996433304, -66.7197833853107198 18.1600592228393083, -66.7197830222787047 18.1600594174810155, -66.7197827059438708 18.1600596760884692, -66.7197824484627517 18.1600599887235390, -66.7197822597302235 18.1600603433718319, -66.7197821469991652 18.1600607264044207, -66.7197821146017702 18.1600611231015741, -66.7197824544705185 18.1600771570832222))","POLYGON ((106346.5669356312719174 2011882.6916550560854375, 106347.1212098245741799 2011882.6916550553869456, 106347.1212098266114481 2011879.1361898146569729, 106345.5626614360371605 2011879.1361898144241422, 106345.5626614351058379 2011880.6889224343467504, 106346.3419356314116158 2011880.6889224350452423, 106346.3858309540082701 2011880.6932457468938082, 106346.4280394033412449 2011880.7060495400801301, 106346.4669389335904270 2011880.7268417726736516, 106346.5010346561903134 2011880.7548234087880701, 106346.5290162934688851 2011880.7889191322028637, 106346.5498085252474993 2011880.8278186619281769, 106346.5626123187830672 2011880.8700271118432283, 106346.5669356313883327 2011880.9139224351383746, 106346.5669356312719174 2011882.6916550560854375))",,,,,,,,,,,,,,,,,,
"6218392","6","704698","7.2002E+11","45","23.5","1.991632509","23.5","2.171757951","1.0904411040579711","15.5","0.98","0.3873547482233521","1.2","1","14.08","0","96","455.23952448479895","POLYGON ((-66.7213025042917423 18.1628536103005658, -66.7212972747828132 18.1628537116579380, -66.7212967862092228 18.1628306754080775, -66.7213020157174697 18.1628305740508331, -66.7213021642287032 18.1628375763513326, -66.7213022134153704 18.1628379714669528, -66.7213023422916365 18.1628383498173349, -66.7213025459048765 18.1628386968626856, -66.7213028164303381 18.1628389992662562, -66.7213031434718857 18.1628392454068326, -66.7213035144614963 18.1628394258253749, -66.7213039151422436 18.1628395335884960, -66.7213043301161832 18.1628395645549361, -66.7213116824718071 18.1628394220527127, -66.7213117879430939 18.1628443950049032, -66.7213044355872569 18.1628445375071728, -66.7213040222673186 18.1628445845274520, -66.7213036264850530 18.1628447077274906, -66.7213032634501246 18.1628449023727647, -66.7213029471138128 18.1628451609831814, -66.7213026896326937 18.1628454736204752, -66.7213025009016576 18.1628458282701715, -66.7213023881735126 18.1628462113032896, -66.7213023557803524 18.1628466080000734, -66.7213025042917423 18.1628536103005658))","POLYGON ((106191.7592744232970290 2012193.6629625344648957, 106192.3135486193932593 2012193.6629625335335732, 106192.3135486183455214 2012191.1088636026252061, 106191.7592744227731600 2012191.1088636033236980, 106191.7592744233552366 2012191.8852299132850021, 106191.7549511104007252 2012191.9291252354159951, 106191.7421473175054416 2012191.9713336857967079, 106191.7213550859596580 2012192.0102332155220211, 106191.6933734489721246 2012192.0443289389368147, 106191.6592777250916697 2012192.0723105762153864, 106191.6203781953081489 2012192.0931028081104159, 106191.5781697456841357 2012192.1059066008310765, 106191.5342744237859733 2012192.1102299131453037, 106190.7550002275966108 2012192.1102299133781344, 106190.7550002267234959 2012192.6615962232463062, 106191.5342744236113504 2012192.6615962237119675, 106191.5781697456841357 2012192.6659195350948721, 106191.6203781952499412 2012192.6787233289796859, 106191.6592777264304459 2012192.6995155606418848, 106191.6933734485646710 2012192.7274971983861178, 106191.7213550861924887 2012192.7615929211024195, 106191.7421473176218569 2012192.8004924508277327, 106191.7549511112156324 2012192.8427009012084454, 106191.7592744227731600 2012192.8865962238050997, 106191.7592744232970290 2012193.6629625344648957))",,,,,,,,,,,,,,,,,,
"1073885","5","704477","7.2002E+11","225","33.96341463414634","6.128445215","33.96341463414634","7.389059673439469","1.205698903","10.158536585365852","0.98","1.317912683","1.2","1","14.08","0","96","1602.4902655659198","POLYGON ((-66.7200378984177860 18.1600541378750329, -66.7200231939181947 18.1600544227396377, -66.7200227055921431 18.1600313864495959, -66.7200300578410150 18.1600312440176168, -66.7200304711553542 18.1600311970012029, -66.7200308669330724 18.1600310738047632, -66.7200312299646612 18.1600308791626510, -66.7200315462990119 18.1600306205548563, -66.7200318037795768 18.1600303079195413, -66.7200319925115366 18.1600299532710920, -66.7200321052420122 18.1600295702384535, -66.7200321376388246 18.1600291735413713, -66.7200319892027522 18.1600221712286860, -66.7200372186349568 18.1600220699209522, -66.7200373670712565 18.1600290722335949, -66.7200374162530778 18.1600294673502880, -66.7200375451235175 18.1600298457024749, -66.7200377487301495 18.1600301927503018, -66.7200380192484772 18.1600304951568994, -66.7200383462826494 18.1600307413009574, -66.7200387172649130 18.1600309217233011, -66.7200391179386259 18.1600310294904013, -66.7200395329061280 18.1600310604608239, -66.7200468851548578 18.1600309180282089, -66.7200471820284235 18.1600449226533343, -66.7200398297791253 18.1600450650860630, -66.7200394164647577 18.1600451121024982, -66.7200390206870253 18.1600452352989628, -66.7200386576554223 18.1600454299410963, -66.7200383413210574 18.1600456885489088, -66.7200380838404783 18.1600460011842308, -66.7200378951085327 18.1600463558326837, -66.7200377823780713 18.1600467388653222, -66.7200377499812589 18.1600471355624045, -66.7200378984177860 18.1600541378750329))","POLYGON ((106319.4515323559171520 2011880.6889224348124117, 106321.0100807443959638 2011880.6889224348124117, 106321.0100807458511554 2011878.1348235039040446, 106320.2308065505931154 2011878.1348235027398914, 106320.1869112286949530 2011878.1305001906584948, 106320.1447027778485790 2011878.1176963977050036, 106320.1058032471919432 2011878.0969041658099741, 106320.0717075251159258 2011878.0689225287642330, 106320.0437258881283924 2011878.0348268055822700, 106320.0229336562333629 2011877.9959272746928036, 106320.0101298614754342 2011877.9537188252434134, 106320.0058065508492291 2011877.9098235026467592, 106320.0058065509656444 2011877.1334571929182857, 106319.4515323560917750 2011877.1334571926854551, 106319.4515323551604524 2011877.9098235028795898, 106319.4472090438357554 2011877.9537188247777522, 106319.4344052502419800 2011877.9959272751584649, 106319.4136130183469504 2011878.0348268055822700, 106319.3856313806609251 2011878.0689225287642330, 106319.3515356567222625 2011878.0969041655771434, 106319.3126361280446872 2011878.1176963977050036, 106319.2704276780714281 2011878.1305001908913255, 106319.2265323558240198 2011878.1348235034383833, 106318.4472581602167338 2011878.1348235032055527, 106318.4472581597510725 2011879.6875561238266528, 106319.2265323554165661 2011879.6875561242923141, 106319.2704276785370894 2011879.6918794361408800, 106319.3126361272879876 2011879.7046832295600325, 106319.3515356577117927 2011879.7254754614550620, 106319.3856313815922476 2011879.7534570989664644, 106319.4136130179394968 2011879.7875528214499354, 106319.4344052502419800 2011879.8264523521065712, 106319.4472090433118865 2011879.8686608017887920, 106319.4515323556843214 2011879.9125561243854463, 106319.4515323559171520 2011880.6889224348124117))",,,,,,,,,,,,,,,,,,
"6218393","8","704698","7.2002E+11","315","40","14.01430694","40","18.29437843","1.3054072893322786","17.571428571428573","0.98","3.2629853373650497","1.2","1","14.08","0","96","2816.248691","POLYGON ((-66.7214047987749694 18.1628516276190446, -66.7214015020163629 18.1628516915179823, -66.7214011619443284 18.1628356575705610, -66.7214011127574622 18.1628352624550047, -66.7214009838809829 18.1628348841047256, -66.7214007802675724 18.1628345370595099, -66.7214005097419829 18.1628342346561169, -66.7214001827003500 18.1628339885157253, -66.7213998117106968 18.1628338080973855, -66.7213994110299353 18.1628337003344775, -66.7213989960560241 18.1628336693682435, -66.7213916437013808 18.1628338118737602, -66.7213915382279055 18.1628288389220174, -66.7214178409845573 18.1628283291130259, -66.7214182543043819 18.1628282820925051, -66.7214186500864912 18.1628281588922569, -66.7214190131212064 18.1628279642467838, -66.7214193294572908 18.1628277056362215, -66.7214195869381399 18.1628273929988140, -66.7214197756689202 18.1628270383490467, -66.7214198883967953 18.1628266553159037, -66.7214199207896854 18.1628262586191518, -66.7214197722738476 18.1628192563195832, -66.7214365998279817 18.1628189301602774, -66.7214370131477779 18.1628188831397175, -66.7214374089298445 18.1628187599394373, -66.7214377719645171 18.1628185652939429, -66.7214380883005589 18.1628183066833522, -66.7214383457813653 18.1628179940459269, -66.7214385345120888 18.1628176393961454, -66.7214386472399070 18.1628172563630059, -66.7214386796327688 18.1628168596662540, -66.7214385311162488 18.1628098573668311, -66.7214437606230462 18.1628097560058421, -66.7214439091397509 18.1628167583052260, -66.7214439583267165 18.1628171534207503, -66.7214440872032526 18.1628175317709868, -66.7214442908166916 18.1628178788161456, -66.7214445613423237 18.1628181812194711, -66.7214448883839850 18.1628184273597775, -66.7214452593736382 18.1628186077780356, -66.7214456600543571 18.1628187155408547, -66.7214460750282257 18.1628187465069857, -66.7214818529815403 18.1628180530357639, -66.7214818876088458 18.1628196856347337, -66.7214734269112029 18.1628231913515457, -66.7214556557035650 18.1628235358046162, -66.7214552423837688 18.1628235828252151, -66.7214548466017021 18.1628237060255380, -66.7214544835670580 18.1628239006710537, -66.7214541672310446 18.1628241592816764, -66.7214539097502524 18.1628244719191123, -66.7214537210195573 18.1628248265689045, -66.7214536082917675 18.1628252096020510, -66.7214535758989626 18.1628256062988065, -66.7214536980622483 18.1628313660606224, -66.7214505508687097 18.1628326701096761, -66.7214368968610785 18.1628329347591411, -66.7214364835412539 18.1628329817796974, -66.7214360877591446 18.1628331049799812, -66.7214357247244578 18.1628332996254791, -66.7214354083883876 18.1628335582360769, -66.7214351509075527 18.1628338708734987, -66.7214349621768150 18.1628342255232766, -66.7214348494489826 18.1628346085564161, -66.7214348170561209 18.1628350052531715, -66.7214349050287296 18.1628391530092692, -66.7214276748233033 18.1628421488655079, -66.7214181380163041 18.1628423337121703, -66.7214177246964653 18.1628423807326982, -66.7214173289143133 18.1628425039329535, -66.7214169658795697 18.1628426985784230, -66.7214166495434569 18.1628429571889889, -66.7214163920625793 18.1628432698263964, -66.7214162033317848 18.1628436244761673, -66.7214160906039098 18.1628440075093032, -66.7214160582110054 18.1628444042060622, -66.7214161119932356 18.1628469399563848, -66.7214047987749694 18.1628516276190446))","POLYGON ((106180.9171098970109597 2012193.6629625337664038, 106181.2665324697736651 2012193.6629625337664038, 106181.2665324695990421 2012191.8852299132850021, 106181.2708557810401544 2012191.8413345904555172, 106181.2836595745757222 2012191.7991261407732964, 106181.3044518071110360 2012191.7602266103494912, 106181.3324334434000775 2012191.7261308871675283, 106181.3665291669312865 2012191.6981492501217872, 106181.4054286953178234 2012191.6773570179939270, 106181.4476371470955200 2012191.6645532257389277, 106181.4915324691683054 2012191.6602299127262086, 106182.2708066643681377 2012191.6602299131918699, 106182.2708066648920067 2012191.1088636026252061, 106179.4829840785241686 2012191.1088636028580368, 106179.4390887562185526 2012191.1045402907766402, 106179.3968803071766160 2012191.0917364975903183, 106179.3579807760543190 2012191.0709442652296275, 106179.3238850532216020 2012191.0429626281838864, 106179.2959034163504839 2012191.0088669050019234, 106179.2751111842226237 2012190.9699673752766103, 106179.2623073899303563 2012190.9277589248958975, 106179.2579840786056593 2012190.8838636029977351, 106179.2579840780235827 2012190.1074972923379391, 106177.4744356884621084 2012190.1074972928036004, 106177.4305403653415851 2012190.1031739797908813, 106177.3883319157757796 2012190.0903701866045594, 106177.3494323854101822 2012190.0695779547095299, 106177.3153366614715196 2012190.0415963178966194, 106177.2873550248914398 2012190.0075005944818258, 106177.2665627917740494 2012189.9686010640580207, 106177.2537589994026348 2012189.9263926143757999, 106177.2494356877286918 2012189.8824972924776375, 106177.2494356881943531 2012189.1061309815850109, 106176.6951614908757620 2012189.1061309822835028, 106176.6951614923309535 2012189.8824972922448069, 106176.6908381800749339 2012189.9263926143757999, 106176.6780343852587976 2012189.9686010642908514, 106176.6572421555174515 2012190.0075005944818258, 106176.6292605186463334 2012190.0415963176637888, 106176.5951647940673865 2012190.0695779547095299, 106176.5562652646331117 2012190.0903701873030514, 106176.5140568154165521 2012190.1031739804893732, 106176.4701614911318757 2012190.1074972921051085, 106172.6780647103441879 2012190.1074972928036004, 106172.6780647106934339 2012190.2885085325688124, 106173.5823212673421949 2012190.6588636029046029, 106175.4658872968866490 2012190.6588636022061110, 106175.5097826189594343 2012190.6631869145203382, 106175.5519910695147701 2012190.6759907079394907, 106175.5908905988326296 2012190.6967829396016896, 106175.6249863223638386 2012190.7247645773459226, 106175.6529679602826945 2012190.7588602998293936, 106175.6737601924105547 2012190.7977598302531987, 106175.6865639856550843 2012190.8399682799354196, 106175.6908872956992127 2012190.8838636034633964, 106175.6908872961648740 2012191.5224659882951528, 106176.0272508112830110 2012191.6602299134247005, 106177.4744356874725781 2012191.6602299131918699, 106177.5183310098946095 2012191.6645532252732664, 106177.5605394601006992 2012191.6773570184595883, 106177.5994389902334660 2012191.6981492501217872, 106177.6335347138228826 2012191.7261308876331896, 106177.6615163506940007 2012191.7602266110479832, 106177.6823085831711069 2012191.7991261407732964, 106177.6951123756589368 2012191.8413345906883478, 106177.6994356882642023 2012191.8852299128193408, 106177.6994356865179725 2012192.3451042911037803, 106178.4721803535358049 2012192.6615962237119675, 106179.4829840793390758 2012192.6615962232463062, 106179.5268794007133693 2012192.6659195357933640, 106179.5690878507448360 2012192.6787233292125165, 106179.6079873814596795 2012192.6995155608747154, 106179.6420831040595658 2012192.7274971981532872, 106179.6700647410470992 2012192.7615929211024195, 106179.6908569738734514 2012192.8004924515262246, 106179.7036607668851502 2012192.8427009009756148, 106179.7079840790829621 2012192.8865962233394384, 106179.7079840786173008 2012193.1677425957750529, 106180.9171098970109597 2012193.6629625337664038))",,,,,,,,,,,,,,,,,,
