latitude,longitude,Unnamed: 2
18.38241724,-65.96111199,
18.382436,-65.834311,
18.3824387,-66.0160296,
18.38248,-66.255328,
18.382486,-66.177953,
18.3825,-65.7988,
18.3825,-66.308,
18.38252538,-66.44063144,
18.382528,-66.016333,
18.38254,-66.03379,
18.3825531,-65.7614756,
18.382565,-65.963639,
18.382587,-66.184579,
18.3826,-66.3081,
18.382615,-66.1030616,
18.38262,-66.154065,
18.38263,-66.13149,
18.382675,-65.875466,
18.38269,-66.16551,
18.3827,-66.03215,
18.382704,-66.029604,
18.3827057,-65.7211915,
18.382706,-65.723484,
18.382715,-66.02959,
18.382723,-66.4035,
18.382727,-66.17,
18.3827372,-65.7211794,
18.38274,-66.17968,
18.3827623,-66.129246,
18.3827623,-66.2030819,
18.3827655,-66.1292524,
18.382768,-66.094915,
18.382776,-66.245354,
18.382808,-65.841757,
18.3828139,-66.160326,
18.3828193,-66.5635346,
18.38284,-66.060976,
18.382889,-65.868511,
18.3829021,-65.8737731,
18.382931,-66.100145,
18.38297,-66.16058,
18.382971,-66.076397,
18.382979,-65.79904,
18.3829955,-66.0894997,
18.383022,-65.874403,
18.383022,-66.100817,
18.38308711,-65.95200094,
18.3830872,-66.2118691,
18.3830926,-65.8579805,
18.3830938,-66.09879,
18.3831037,-65.8338909,
18.38310876,-65.79284389,
18.3831289,-66.4770112,
18.383131,-65.795692,
18.3831339,-65.7927817,
18.383179,-65.869331,
18.38319,-65.842354,
18.383205,-66.114677,
18.3832106,-66.0156167,
18.3832144,-65.7224652,
18.383221,-65.952283,
18.383234,-66.010414,
18.38324,-66.15936,
18.3832562,-66.3291999,
18.383265,-66.2039398,
18.3832736,-65.8739208,
18.38328,-65.7931897,
18.383283,-65.870892,
18.38328454,-66.18042517,
18.383295,-65.952346,
18.3833,-66.03431,
18.3833007,-65.8754527,
18.383303,-66.306335,
18.38331,-65.868861,
18.3833131,-65.8420874,
18.383314,-66.126759,
18.383319,-66.100932,
18.38332,-65.83993,
18.383322,-66.09845,
18.38333,-65.86886,
18.383342,-66.0103705,
18.383349,-66.244181,
18.383367,-66.220822,
18.3833795,-65.8737221,
18.3833795,-65.8737721,
18.383387,-65.787561,
18.38339296,-66.14764539,
18.383394,-65.834457,
18.383455,-65.874583,
18.383461,-65.832329,
18.3834703,-65.96235434,
18.383472,-65.786926,
18.383481,-66.461912,
18.383495,-66.244665,
18.38352225,-66.22233563,
18.3835835,-66.0288285,
18.3836211,-66.0261563,
18.3836249,-66.1474867,
18.3836279,-66.01310831,
18.383718,-66.180229,
