latitude,longitude,Unnamed: 2
18.3692804,-66.0126386,
18.3693,-65.9211,
18.3693,-65.9996,
18.369301,-66.032098,
18.3693167,-66.0051285,
18.36933,-65.90038,
18.369349,-65.936473,
18.36937,-65.864342,
18.369382,-66.044406,
18.3693908,-65.9000248,
18.3694137,-66.0204251,
18.369419,-65.92791,
18.369421,-65.872001,
18.3694284,-66.1695714,
18.369448,-66.161695,
18.369457,-65.864426,
18.36946,-65.94623,
18.3694786,-65.9989182,
18.369484,-67.042921,
18.3695,-65.9396,
18.369519,-66.023236,
18.369524,-66.026367,
18.3695576,-67.0557769,
18.3695754,-65.8575795,
18.369586,-65.872316,
18.369595,-65.864479,
18.369612,-65.922629,
18.3696352,-65.7362994,
18.369652,-66.118003,
18.369654,-65.898453,
18.369667,-65.911415,
18.369673,-65.900597,
18.3696775,-66.0375594,
18.369699,-65.92028,
18.369703,-66.064028,
18.369728,-66.158553,
18.369745,-65.911598,
18.369761,-66.158742,
18.369761,-66.162682,
18.369788,-66.025025,
18.369802,-66.173907,
18.369834,-65.94092,
18.369866,-66.794545,
18.369881,-66.062973,
18.3698856,-67.0418733,
18.369892,-66.151499,
18.3698958,-66.0620104,
18.369896,-65.946219,
18.369911,-67.139036,
18.369919,-65.983842,
18.369951,-66.119362,
18.36996195,-66.19497069,
18.369962,-66.169399,
18.36998,-65.91054,
18.3699817,-65.7268714,
18.369984,-65.927589,
18.37,-65.92,
18.37,-65.93,
18.37,-66.13,
18.3700002,-67.2024783,
18.370023,-65.922054,
18.3700473,-65.8924817,
18.37005,-66.08922,
18.370075,-67.196662,
18.370077,-65.858185,
18.370112,-66.06266,
18.3701379,-65.9157241,
18.37015,-65.94039,
18.3701904,-65.8473254,
18.3702054,-66.0922258,
18.370213,-66.132286,
18.370219,-66.219627,
18.370247,-65.729607,
18.370265,-65.849121,
18.3702659,-66.0358632,
18.37028,-66.210922,
18.370298,-66.200472,
18.370316,-65.925196,
18.370342,-65.842106,
18.37035868,-66.20228539,
18.370367,-65.842323,
18.37037,-66.098724,
18.370382,-65.811726,
18.37038736,-66.10658757,
18.370405,-66.064541,
18.370421,-65.899321,
18.3704491,-65.90003,
18.370452,-66.064845,
18.37049,-65.736112,
18.370494,-66.084995,
18.3705,-66.0840672,
18.3705093,-65.7232568,
18.370514,-66.0634199,
18.37051978,-65.89996553,
18.370523,-66.980852,
18.3705675,-65.9441166,
18.370603,-65.913627,
18.37061828,-66.19275719,
18.370619,-65.870934,
18.37063292,-65.94746049,
