latitude,longitude,Unnamed: 2
18.224284,-66.053006,
18.22431102,-67.13655956,
18.224369,-65.902252,
18.2244051,-65.9352496,
18.224423,-66.626216,
18.224681,-65.917374,
18.2248019,-66.0481176,
18.224811,-65.897166,
18.22482,-65.90199,
18.224835,-66.1305841,
18.22485,-65.917498,
18.224924,-66.0056,
18.224925,-65.911426,
18.2249927,-65.9183939,
18.225007,-65.897205,
18.225013,-66.049761,
18.2250701,-65.9108408,
18.225201,-65.931328,
18.22539,-66.04944,
18.225421,-66.038774,
18.225438,-65.896001,
18.225489,-66.008026,
18.2255672,-65.8943589,
18.225622,-66.008088,
18.2256423,-65.9121681,
18.2257312,-65.8933002,
18.225769,-65.931909,
18.2258904,-65.9934709,
18.225954,-66.341148,
18.2260343,-65.6812853,
18.2260429,-65.8940947,
18.226106,-65.9096096,
18.226257,-65.671011,
18.226293,-65.906531,
18.2263022,-65.9321915,
18.226408,-67.167488,
18.226457,-66.001845,
18.226495,-65.670669,
18.2265085,-65.8599844,
18.226591,-66.001553,
18.22662,-66.312933,
18.2266327,-65.9321543,
18.22665488,-65.9386976,
18.226667,-65.906563,
18.22672208,-67.15061254,
18.22675,-66.001963,
18.2267525,-66.0454967,
18.2268146,-66.7926901,
18.2268392,-66.00596732,
18.226967,-66.003684,
18.22701157,-67.13166794,
18.22703,-65.9329,
18.227077,-66.055026,
18.2271688,-65.9059693,
18.227202,-67.165601,
18.227204,-65.90723,
18.227239,-65.673354,
18.227247,-65.895086,
18.227276,-65.858528,
18.227325,-66.039201,
18.22737454,-66.04886287,
18.227429,-65.677828,
18.2274397,-66.00619,
18.22752117,-66.04214604,
18.22769,-65.92658,
18.22769575,-67.06339107,
18.227728,-66.001778,
18.227764,-66.004868,
18.227786,-65.922294,
18.227889,-66.716366,
18.227908,-65.8974763,
18.2279237,-65.9079279,
18.2279537,-66.0068266,
18.227959,-67.132987,
18.2280138,-65.9982402,
18.2280403,-66.0048079,
18.228152,-66.057134,
18.228157,-65.941915,
18.2282466,-66.4993319,
18.2282559,-66.0469605,
18.22832031,-66.00357892,
18.2283602,-66.6378001,
18.228362,-66.419254,
18.2284,-67.16707,
18.2284826,-66.0367125,
18.228493,-66.00264,
18.22851546,-66.05758922,
18.2285651,-65.6849059,
18.2286507,-67.0687202,
18.2287,-66.9957,
18.228746,-66.371689,
18.228764,-65.920421,
18.22878,-66.051419,
18.228864,-66.050804,
18.22889,-67.16634,
18.228896,-67.068945,
18.2289316,-65.8341209,
18.22896,-66.051666,
18.229055,-66.127568,
18.229101,-65.860786,
