latitude,longitude,Unnamed: 2
18.366669,-66.079285,
18.366687,-67.192888,
18.36669695,-66.20501743,
18.366697,-66.205017,
18.3667,-66.2184,
18.36672175,-66.84464075,
18.3667282,-65.9365595,
18.3667384,-66.2198936,
18.366763,-65.939165,
18.366766,-65.982405,
18.366766,-66.126633,
18.36679769,-66.12533263,
18.366813,-66.038355,
18.3668313,-65.936712,
18.366837,-66.178154,
18.366856,-65.924255,
18.3668723,-66.1985399,
18.366889,-65.95371,
18.366901,-65.980365,
18.36691,-65.92953,
18.3669197,-66.2609358,
18.36692334,-67.19334087,
18.366924,-65.93925,
18.36693203,-66.22044169,
18.366935,-65.89178,
18.3669573,-65.7216408,
18.366976,-65.718445,
18.366991,-65.938995,
18.3670015,-66.1647766,
18.367003,-65.99492,
18.367005,-65.984163,
18.36701,-65.94008,
18.367033,-66.036987,
18.3670492,-65.9945063,
18.367056,-66.988583,
18.367057,-66.180334,
18.3670572,-66.0649069,
18.3670855,-66.1263985,
18.367097,-66.1606,
18.367101,-65.995393,
18.367153,-67.155975,
18.3671854,-66.16393,
18.367187,-65.929046,
18.3672109,-66.0657427,
18.367222,-67.055833,
18.36722569,-65.92479662,
18.36724,-66.03097,
18.36725,-66.189971,
18.367292,-66.028021,
18.367294,-66.170642,
18.367302,-66.781541,
18.36732,-66.13853,
18.3673219,-66.0504819,
18.367322,-65.995869,
18.3673369,-65.898527,
18.3673375,-66.1818944,
18.36737,-66.19072,
18.3673897,-65.8936254,
18.367397,-66.205591,
18.367404,-65.9900172,
18.367433,-66.128837,
18.36743777,-66.19114533,
18.367439,-65.835907,
18.36744,-66.06699,
18.3674429,-66.1385392,
18.36745,-66.02596,
18.36746,-66.025848,
18.367498,-65.936554,
18.3675,-65.87289,
18.3675055,-65.6237509,
18.367526,-66.121899,
18.3675377,-65.984752,
18.3675787,-66.0979346,
18.367581,-65.983134,
18.367587,-66.160686,
18.367599,-66.181404,
18.3676029,-66.2210906,
18.367607,-65.8365171,
18.36760887,-66.16982039,
18.36764,-65.943275,
18.36766,-65.95504,
18.36768,-66.1906,
18.3676812,-66.025403,
18.36769836,-66.12923777,
18.367736,-66.050478,
18.367742,-65.952606,
18.367749,-65.938093,
18.3677499,-66.0942452,
18.36778,-65.990191,
18.367793,-66.022278,
18.367793,-67.256114,
18.367819,-66.799259,
18.36782,-65.94289,
18.367825,-65.944383,
18.3678252,-66.98854252,
18.3678711,-65.8938503,
18.367875,-65.954844,
18.367876,-65.954755,
18.367876,-65.954755,
18.3678928,-67.1942822,
