latitude,longitude,Unnamed: 2
18.09746,-67.170959,
18.098201,-67.170189,
18.09876,-66.84332,
18.098858,-65.883868,
18.09899,-65.82377,
18.0990496,-65.8839878,
18.099083,-65.822705,
18.099457,-66.48704,
18.0994837,-65.8047477,
18.09975755,-67.16918173,
18.09978464,-65.8302635,
18.0997874,-66.3552986,
18.09979482,-65.8242619,
18.1002338,-66.9648393,
18.100306,-65.830856,
18.100415,-67.154887,
18.1004365,-66.4121507,
18.10048,-66.97797,
18.100501,-67.155226,
18.1005841,-67.0088322,
18.100739,-66.123804,
18.100767,-65.8333484,
18.10089163,-65.8230748,
18.100981,-65.487414,
18.1010204,-67.1618408,
18.101086,-65.82949,
18.101419,-65.837481,
18.101494,-65.829281,
18.101608,-65.827721,
18.101838,-65.867757,
18.101978,-65.866051,
18.102446,-65.824585,
18.102529,-66.453888,
18.102777,-65.8289,
18.1033541,-66.1736403,
18.103394,-66.515366,
18.10353762,-65.82217232,
18.104376,-67.178396,
18.104613,-65.824094,
18.10466164,-67.16715033,
18.105445,-67.063425,
18.105518,-67.06301,
18.1056788,-65.821833,
18.105694,-67.047406,
18.10631,-66.166641,
18.106499,-66.469521,
18.106694,-65.914583,
18.107066,-66.489837,
18.107373,-66.161081,
18.107485,-67.162415,
18.1075268,-65.87759,
18.107784,-66.168446,
18.1078674,-67.0351658,
18.108195,-65.87979,
18.108227,-65.879766,
18.1084509,-67.1807031,
18.108532,-65.892059,
18.108616,-66.170872,
18.1087154,-66.1698989,
18.108803,-65.954292,
18.108814,-65.860397,
18.10915,-65.80993,
18.109314,-66.178862,
18.109341,-66.492451,
18.109744,-66.171616,
18.109846,-66.484771,
18.109859,-66.162769,
18.11003,-66.17911,
18.110208,-66.179086,
18.110245,-66.146294,
18.110377,-66.163029,
18.11047876,-66.49305307,
18.1105315,-65.8413669,
18.110658,-66.509012,
18.110701,-66.249035,
18.110738,-65.887193,
18.110937,-67.155549,
18.110969,-65.803186,
18.111004,-65.822453,
18.111025,-67.181244,
18.111091,-65.985675,
18.111111,-66.174919,
18.111165,-65.990714,
18.1112,-66.171216,
18.111219,-65.912537,
18.111287,-66.154909,
18.1113052,-66.1683288,
18.1113537,-65.807568,
18.1115328,-65.8788367,
18.1115739,-67.1601008,
18.111667,-65.829667,
18.111707,-66.168368,
18.1117071,-66.1546485,
18.111799,-65.80855,
18.1120127,-66.1749767,
18.112035,-66.1806723,
18.112259,-67.069123,
18.1123539,-66.15399466,
18.112378,-66.489223,
18.1124872,-66.1696183,
