latitude,longitude,Unnamed: 2
18.40011949,-66.17206532,
18.400124,-65.923371,
18.400169,-66.136879,
18.400186,-65.962609,
18.40019,-66.08386,
18.4002,-66.198906,
18.400216,-65.978566,
18.400226,-66.289469,
18.40023665,-66.01009674,
18.40025,-66.043,
18.400269,-66.137072,
18.40027,-66.00108,
18.400287,-65.957133,
18.4002909,-66.0007863,
18.400303,-66.077408,
18.400332,-67.109083,
18.400334,-65.968278,
18.4003616,-66.0845306,
18.400379,-66.193198,
18.400394,-65.991517,
18.4004117,-66.0036176,
18.400431,-66.228928,
18.400442,-66.166595,
18.400467,-65.970604,
18.40047203,-66.23510147,
18.4004989,-66.0088762,
18.4005,-66.2921,
18.4005051,-66.1361555,
18.400519,-66.227175,
18.400536,-65.980267,
18.400537,-66.172164,
18.400543,-66.086967,
18.400559,-66.01009,
18.400568,-65.978419,
18.400575,-66.0276422,
18.400575,-66.093739,
18.400585,-66.16713,
18.400629,-65.985537,
18.400644,-65.95577,
18.400669,-66.103415,
18.40067,-66.29016,
18.4006901,-65.9633923,
18.400699,-66.291184,
18.40070057,-66.23212025,
18.400703,-66.0073463,
18.4007086,-65.9495447,
18.4007124,-66.1714677,
18.4007334,-66.1379649,
18.400778,-65.958199,
18.400794,-65.800861,
18.40082,-65.954583,
18.400836,-65.969069,
18.4008384,-65.9501147,
18.40084,-66.17994,
18.4008517,-65.9507722,
18.4008536,-65.8014901,
18.400856,-66.0853538,
18.400859,-66.288729,
18.400875,-65.963821,
18.40088,-65.99341,
18.40089,-66.087459,
18.400894,-66.203022,
18.400896,-66.137192,
18.40090787,-65.95194654,
18.4009082,-66.6043128,
18.400911,-66.080508,
18.4009141,-66.0750004,
18.40092,-65.96436,
18.4009439,-66.2029041,
18.400968,-65.921693,
18.40098679,-66.2887991,
18.4009993,-65.9186792,
18.401,-66.228373,
18.401027,-65.992939,
18.4010331,-66.1410327,
18.401045,-65.95319,
18.401052,-65.992353,
18.40106019,-66.10144412,
18.4010709,-67.1384845,
18.401073,-66.162141,
18.40109,-65.96829,
18.401091,-65.994423,
18.401096,-65.916877,
18.401128,-65.991294,
18.40113,-66.12424,
18.40116,-66.00434,
18.401179,-67.169137,
18.401191,-65.963957,
18.4012,-65.99235,
18.40123,-65.97321,
18.401258,-66.20931,
18.401297,-65.971359,
18.4013417,-66.20297,
18.401348,-65.983408,
18.401358,-66.060417,
18.401358,-66.102509,
18.40136,-66.198781,
18.401381,-66.291708,
18.401394,-66.151407,
18.401395,-65.949394,
