latitude,longitude,
17.974112,-66.058927,
17.974179,-66.242454,
17.974198,-66.121983,
17.974281,-66.242706,
17.9742904,-66.1261849,
17.9743114,-66.0984496,
17.97434,-66.094886,
17.974375,-66.223134,
17.9744001,-66.0884355,
17.97445,-66.05464,
17.9744737,-65.9589385,
17.974487,-66.097416,
17.9745,-66.409603,
17.97451,-66.08832,
17.9745114,-66.0888342,
17.974518,-66.087788,
17.9745209,-66.0881918,
17.9745525,-66.0952209,
17.97459,-66.09961,
17.974597,-66.123335,
17.974673,-66.062483,
17.97468,-66.06647,
17.97468,-66.223853,
17.974686,-66.123511,
17.974705,-66.102165,
17.974731,-66.08789,
17.974738,-66.073543,
17.974794,-66.092365,
17.974802,-66.087372,
17.9748252,-66.0948376,
17.9748679,-66.223115,
17.974873,-66.24054,
17.97488945,-66.23081284,
17.974941,-66.073929,
17.9750653,-66.2250699,
17.9750805,-66.4096192,
17.9750928,-67.0001294,
17.975098,-66.088199,
17.975121,-66.28442,
17.975166,-65.961855,
17.975173,-66.249137,
17.975187,-66.066283,
17.97523,-66.092426,
17.97528,-66.90849,
17.9752867,-66.0907298,
17.9752962,-66.2436982,
17.9753036,-66.2436972,
17.975342,-66.09041,
17.975383,-66.240215,
17.97549109,-66.06772215,
17.97554687,-66.99231614,
17.975605,-66.095735,
17.9757609,-66.2308196,
17.97579,-66.10296,
17.97579585,-66.08895194,
17.9758,-66.2896,
17.975836,-66.600793,
17.975844,-66.601267,
17.9758502,-66.0885559,
17.975862,-65.938965,
17.97592583,-66.24280914,
17.975951,-66.60112,
17.976,-66.6009,
17.976009,-66.125147,
17.976013,-66.108638,
17.97603,-66.948475,
17.976084,-66.600951,
17.976111,-66.0725,
17.9761378,-66.0993451,
17.976163,-66.124985,
17.976182,-66.073519,
17.976246,-66.222577,
17.97629,-66.08732,
17.976389,-66.290278,
17.9763933,-66.240617,
17.9763949,-66.2963037,
17.976437,-66.093765,
17.97646,-66.102658,
17.9765,-66.073963,
17.976513,-66.067253,
17.976637,-66.407128,
17.976644,-66.40754,
17.976701,-66.241327,
17.976758,-66.886679,
17.976765,-66.242301,
17.9767801,-66.4070437,
17.976783,-66.100302,
17.976801,-66.072991,
17.976826,-66.087404,
17.976826,-66.7404,
17.976873,-66.89415,
17.97688418,-66.07431331,
17.976898,-65.989868,
17.9769102,-66.0667073,
17.9769437,-66.0961117,
17.976973,-66.073761,
17.97700284,-66.24291602,
17.977026,-66.112785,
17.9770397,-66.0928069,
17.97708,-66.60386,
17.9771127,-66.0965479,
17.9771213,-66.0671904,
17.9771389,-66.2893216,
17.9771455,-66.2244578,
17.977163,-66.100525,
17.9772009,-66.6029121,
17.97728621,-66.11388365,
17.977325,-66.290321,
17.977338,-66.602303,
17.977339,-66.100387,
17.977365,-66.097386,
17.9773934,-66.0978397,
17.9774035,-66.299831,
17.977434,-65.988901,
17.97745,-66.222963,
17.977473,-66.600649,
17.9775391,-65.9579521,
17.9775512,-66.1005927,
17.9775582,-66.2421637,
17.977599,-65.98813,
17.977639,-66.407724,
17.9776392,-66.1004937,
17.977685,-66.087612,
17.9776909,-65.9921854,
17.977739,-66.108182,
17.97789,-66.09641,
17.977922,-66.602257,
17.977983,-66.113205,
17.9780443,-66.603135,
17.97806779,-66.2428978,
17.978068,-66.242898,
17.9781,-66.6009,
17.978102,-66.600897,
17.9781023,-66.4085099,
17.978107,-66.08861,
17.97812,-66.605853,
17.978164,-66.287246,
17.978224,-66.222858,
17.978228,-66.098578,
17.978245,-66.59982,
17.9782535,-66.1018087,
17.9782535,-66.1064311,
17.9783,-66.2892,
17.978313,-66.089548,
17.9783195,-66.0744079,
17.978337,-65.990448,
17.97835171,-66.60622237,
17.978388,-66.287712,
17.978429,-66.223331,
17.9784509,-66.0869835,
17.9784662,-67.0623654,
17.9784933,-66.600652,
17.9785102,-66.1015844,
17.9785587,-65.9898664,
17.978566,-66.242639,
17.9785669,-66.1132678,
17.978574,-66.601179,
17.978583,-66.60061,
17.978681,-67.063249,
17.97872,-66.89628,
17.9788205,-66.6021017,
17.978873,-66.08793,
17.978887,-66.277688,
17.97889349,-66.1292708,
17.978908,-66.224031,
17.978962,-66.098045,
17.9790473,-66.6079256,
17.979098,-66.601146,
17.9791703,-67.0611447,
17.979201,-66.28582,
17.979212,-66.600182,
17.979219,-66.600075,
17.979221,-66.409538,
17.979287,-66.113422,
17.97930907,-66.89578253,
17.979311,-66.051541,
17.9794063,-66.0883953,
17.979423,-66.895718,
17.979442,-66.60735,
17.9794924,-66.2248245,
17.97952,-66.28591,
17.9795265,-65.986689,
17.979557,-66.290261,
17.979564,-66.127396,
17.9795648,-66.0503217,
17.979568,-66.228232,
17.97959,-66.056797,
17.979632,-66.895614,
17.97966,-66.056313,
17.979719,-66.607109,
17.9797491,-66.088212,
17.979781,-66.127649,
17.97984,-66.05475,
17.9798649,-66.1289775,
17.97987,-66.05666,
17.979877,-66.29145,
17.97989927,-66.09198636,
17.979917,-66.126611,
17.97994804,-67.06042951,
17.9799698,-66.320634,
17.9799925,-66.59969217,
17.980006,-66.895719,
17.980012,-66.127482,
17.980026,-66.44203,
17.980084,-66.601098,
17.98013,-66.24115,
17.980133,-66.59964,
17.980316,-66.09215,
17.98039755,-66.28914058,
17.98040685,-66.59947443,
17.980469,-66.05574,
17.980562,-66.055654,
17.98056935,-66.29893611,
17.98064356,-66.05175995,
17.980656,-66.050878,
17.980673,-66.293265,
17.980756,-67.1899,
17.980776,-66.294223,
17.980844,-66.601677,
17.980847,-66.055682,
17.980891,-66.054955,
17.9809,-67.1938,
17.98095,-66.04969,
17.98102,-66.89533,
17.98103,-66.240967,
17.9811635,-66.0509259,
17.981164,-66.435119,
17.981225,-66.0520225,
17.981291,-66.054207,
17.9813086,-66.2982939,
17.981324,-66.606718,
17.981448,-66.602964,
17.981545,-66.055473,
17.9815499,-66.04923412,
17.9815539,-66.11170699,
17.9816176,-66.0504672,
17.981672,-66.051575,
17.9816724,-66.051699,
17.98172,-66.601897,
17.981728,-66.600183,
17.9817434,-65.9722449,
17.9818344,-66.051434,
17.981857,-66.109855,
17.981909,-66.600639,
17.981984,-66.113518,
17.981992,-66.049148,
17.982032,-66.609235,
17.982033,-65.971374,
17.9820857,-66.2243209,
17.9821,-66.0499,
17.98212565,-66.10158397,
17.9821404,-66.6057337,
17.982166,-66.603511,
17.982245,-66.43603,
17.982271,-66.29747,
17.982375,-66.284432,
17.9823816,-66.2269592,
17.9823903,-66.1163738,
17.9824744,-66.2814657,
17.982517,-65.972115,
17.982537,-66.600109,
17.982539,-66.281976,
17.982731,-66.603155,
17.982853,-66.605194,
17.982866,-66.606384,
17.982885,-66.281754,
17.982916,-66.285361,
17.982963,-66.282754,
17.982973,-65.986526,
17.982986,-66.27507,
17.98303,-66.91386,
17.9830603,-66.6040443,
17.983068,-66.1022366,
17.983106,-66.608904,
17.983128,-66.599411,
17.983192,-66.282598,
17.98321,-66.62531,
17.983266,-66.434828,
17.98328,-66.27903,
17.983286,-66.049235,
17.9833023,-66.6037469,
17.983398,-66.295387,
17.98344,-66.002579,
17.983516,-66.605071,
17.9836109,-66.6042774,
17.98362,-66.31954,
17.983747,-66.626984,
17.98386,-66.05092,
17.9838833,-66.2829513,
17.9839147,-66.6036764,
17.9839274,-66.6007833,
17.983938,-66.04935,
17.983979,-66.108517,
17.984,-66.6022,
17.984084,-66.607649,
17.984112,-66.102976,
17.9841309,-66.1137772,
17.984167,-66.283333,
17.9841869,-66.2958541,
17.984285,-66.437546,
17.9842953,-66.6023448,
17.98431214,-66.60803294,
17.984326,-66.050972,
17.9843971,-66.1180481,
17.98446,-66.11076,
17.984503,-66.048749,
17.984504,-66.627013,
17.9846975,-66.607461,
17.984709,-66.282097,
17.98471,-66.049301,
17.9847222,-66.28475,
17.98473,-66.604378,
17.9847345,-66.0488662,
17.984855,-66.607313,
17.984888,-66.285004,
17.984898,-66.111328,
17.984951,-66.62796,
17.985024,-66.606557,
17.9851012,-66.0511743,
17.98526,-66.28382,
17.9853522,-66.8391909,
17.9853592,-66.0514868,
17.9854,-66.6047,
17.985591,-66.052127,
17.985596,-66.282593,
17.9856624,-66.0516158,
17.9858,-66.920134,
17.98584,-66.05126,
17.986026,-66.051803,
17.9861283,-66.0521127,
17.986178,-66.051949,
17.98627,-66.05149,
17.986353,-66.053107,
17.986396,-66.049835,
17.98666434,-66.9149104,
17.98676145,-66.66226536,
17.986857,-66.11026,
17.9872,-66.6348,
17.987212,-66.318857,
17.98722,-66.66108,
17.98726886,-66.05007494,
17.987278,-66.630226,
17.987288,-66.631035,
17.987367,-66.051827,
17.98742624,-66.05853701,
17.987501,-65.998353,
17.9878146,-66.0520577,
17.987963,-66.662059,
17.987965,-66.057533,
17.987973,-65.9825637,
17.988286,-66.108949,
17.988298,-65.965622,
17.9884709,-66.0269378,
17.9885,-66.626444,
17.98858132,-66.95453119,
17.9886791,-66.0559319,
17.9886852,-66.662262,
17.9887,-66.0455,
17.988714,-66.315919,
17.988862,-66.048501,
17.988951,-66.513176,
17.988963,-65.966197,
17.9889802,-67.170328,
17.9891,-66.11453,
17.9893,-66.060792,
17.989328,-66.120537,
17.989348,-66.055366,
17.989449,-66.060776,
17.9894891,-66.0514207,
17.9895,-66.046241,
17.989505,-66.058803,
17.98957017,-66.63454468,
17.989648,-66.830686,
17.9896508,-66.6348538,
17.989652,-66.632804,
17.98971,-66.512973,
17.98977,-66.81742,
17.9898,-66.6345,
17.989831,-66.5128784,
17.98987,-66.120644,
17.989877,-66.625993,
17.9899,-66.635587,
17.990028,-66.513919,
17.9901,-66.817275,
17.99025,-66.04812,
17.990271,-66.051172,
17.990281,-66.627585,
17.990286,-66.512433,
17.9903,-66.6357,
17.99038,-66.05894,
17.99043245,-66.02902873,
17.990444,-66.512465,
17.990525,-66.047082,
17.990646,-66.049893,
17.99067,-66.627389,
17.990725,-66.046986,
17.990849,-66.053889,
17.9909212,-66.6558766,
17.9910239,-66.6530191,
17.9911036,-66.7101612,
17.99113,-66.02749,
17.991167,-66.080467,
17.991231,-66.080353,
17.991257,-66.272313,
17.9912937,-65.9980236,
17.99131,-65.999527,
17.991335,-66.667589,
17.99148,-66.81691,
17.99156811,-66.66631032,
17.9917895,-66.6616779,
17.9918064,-66.0602335,
17.9918361,-66.6211886,
17.9918402,-66.044506,
17.99184247,-66.04893255,
17.991894,-65.999367,
17.9919,-66.0498,
17.99199,-66.04941,
17.9921,-66.4904,
17.992201,-66.712222,
17.992412,-66.621777,
17.9926843,-66.2078807,
17.992708,-66.272742,
17.9927644,-66.2704479,
17.99279,-65.90934,
17.992799,-66.491877,
17.992805,-66.643749,
17.9929069,-66.6426362,
17.992987,-66.271523,
17.993054,-66.641698,
17.9930679,-66.6701621,
17.9931,-66.2699,
17.99313,-66.08437,
17.993202,-66.272537,
17.993275,-66.490218,
17.993294,-66.001395,
17.993294,-66.648352,
17.99338044,-66.49880203,
17.993473,-66.648628,
17.9935278,-66.4900645,
17.993578,-66.973816,
17.993641,-66.056648,
17.993661,-66.662989,
17.993699,-66.646846,
17.993715,-66.49144,
17.994,-66.08563,
17.99406,-66.6472111,
17.994082,-66.715726,
17.994314,-66.647137,
17.994387,-66.622026,
17.994426,-67.148245,
17.9944292,-66.6474505,
17.994434,-66.09503,
17.994449,-66.647472,
17.9944767,-66.6486866,
17.99449,-66.274126,
17.994515,-66.493911,
17.9945775,-66.0864329,
17.994701,-66.272437,
17.994792,-67.057905,
17.994806,-66.672461,
17.995335,-66.641655,
17.9954375,-65.8931047,
17.9955724,-66.642883,
17.995695,-66.095912,
17.99574,-65.992482,
17.995741,-66.713509,
17.995787,-66.645679,
17.99581,-66.713809,
17.995943,-65.993088,
17.996076,-66.651885,
17.99608,-66.642118,
17.996108,-66.714424,
17.99614,-66.62397,
17.9962143,-66.6667164,
17.996224,-65.893355,
17.996302,-65.969757,
17.9964372,-66.4303317,
17.996476,-65.892838,
17.996582,-66.655539,
17.996659,-65.988669,
17.99666,-66.62537,
17.996689,-65.893967,
17.996695,-66.592207,
17.9967,-66.062588,
17.99671,-66.06232,
17.9967705,-66.6463314,
17.996782,-66.606781,
17.996847,-66.006755,
17.997001,-66.647238,
17.997049,-66.606887,
17.9971051,-66.409795,
17.997146,-66.049357,
17.997197,-66.606391,
17.997203,-66.612059,
17.99723,-65.99703,
17.997328,-65.982883,
17.997334,-66.008497,
17.997355,-66.643852,
17.997462,-66.64512,
17.99754207,-66.00794093,
17.997631,-66.647705,
17.997646,-66.648482,
17.99768,-66.06216,
17.997696,-66.622175,
17.99785,-66.030159,
17.99785,-66.647188,
17.9979167,-66.6442848,
17.997924,-66.646524,
17.998027,-66.102776,
17.99808,-66.8741,
17.998114,-66.611015,
17.9982066,-65.970078,
17.99821668,-66.4983689,
17.9982818,-66.6103652,
17.99837797,-66.2556314,
17.998388,-66.048129,
17.9984209,-66.0063774,
17.99843,-66.00835,
17.998447,-66.646386,
17.998493,-66.006741,
17.99851975,-66.81272481,
17.998606,-66.258308,
17.9986176,-66.0557666,
17.998633,-66.606834,
17.9986881,-66.8751777,
17.998752,-66.110148,
17.998758,-67.149263,
17.998774,-66.918878,
17.99885,-66.644402,
17.998894,-66.499648,
17.9989071,-66.4437223,
17.998938,-66.643616,
17.999,-66.263,
17.999032,-67.13293,
17.99904,-67.149555,
17.9990598,-66.072559,
17.99908,-66.444084,
17.9990806,-66.4978747,
17.9992011,-66.2535875,
17.9992742,-66.6438714,
17.9992831,-65.8895524,
17.999378,-66.108256,
17.99938058,-66.22242611,
17.9994266,-66.2530326,
17.999448,-65.997403,
17.9995169,-66.5006898,
17.999538,-66.10662,
17.999551,-66.103075,
17.9995634,-66.1041365,
17.999581,-66.010614,
17.999591,-66.253794,
17.99959873,-66.25442773,
17.999634,-66.502211,
17.999728,-66.499851,
17.99976986,-66.07095343,
17.999777,-66.070954,
17.999783,-66.500862,
17.9998561,-66.6307936,
17.99989,-66.02887,
17.99992,-66.09958,
17.999934,-66.252924,
17.9999451,-66.9192977,
17.99999503,-66.06266327,
18.000122,-66.25206,
18.00016,-66.6348,
18.00022,-66.6244,
18.000262,-66.6446828,
18.000278,-65.991667,
18.000297,-66.500319,
18.000317,-66.252665,
18.000358,-66.500288,
18.000459,-66.24949,
18.0004769,-66.103291,
18.000498,-66.591827,
18.000499,-66.496984,
18.000508,-66.636479,
18.00051014,-66.38852846,
18.00052,-66.50072,
18.000556,-66.4975,
18.0005936,-66.1026053,
18.000611,-66.636674,
18.000662,-66.58689,
18.000701,-66.500418,
18.0007591,-66.1083587,
18.00076,-66.60084,
18.000761,-66.257116,
18.000788,-66.614591,
18.0008,-66.5011,
18.0008,-66.5023,
18.000816,-66.625317,
18.00087,-66.10867,
18.000887,-66.261475,
18.00090569,-66.58711215,
18.001098,-66.388555,
18.001179,-66.501336,
18.001187,-66.625279,
18.001219,-66.600027,
18.001221,-66.642363,
18.0012601,-66.8421299,
18.001284,-66.497154,
18.001285,-66.608064,
18.00129,-66.10192,
18.0013,-66.06169,
18.001364,-66.6353011,
18.0013643,-66.6417273,
18.001371,-66.591742,
18.00138,-66.498866,
18.00139,-66.62165,
18.001394,-66.391615,
18.001405,-66.39339,
18.001427,-66.63535,
18.001518,-66.622616,
18.0015674,-66.5910885,
18.001574,-66.586073,
18.00158,-66.3423,
18.001586,-65.891501,
18.00159434,-66.38852948,
18.001607,-65.99418,
18.001611,-66.643591,
18.001663,-66.622738,
18.00168,-66.26055,
18.001698,-66.608276,
18.0016982,-66.6357648,
18.0017113,-66.8419599,
18.001735,-66.500675,
18.001735,-66.608871,
18.0017352,-66.6229274,
18.001749,-66.597462,
18.0017521,-66.3890186,
18.001764,-66.113737,
18.0018,-66.5919,
18.0018072,-65.9716082,
18.001818,-65.891254,
18.00186,-66.0621,
18.0019105,-66.1044634,
18.0019265,-66.3394031,
18.001941,-66.392333,
18.002011,-66.1063634,
18.0020422,-65.994636,
18.002111,-65.993813,
18.002136,-66.061943,
18.00214042,-66.50013025,
18.00217,-66.368425,
18.002172,-66.262139,
18.002191,-66.368552,
18.0022,-66.59212,
18.002209,-66.591345,
18.002222,-66.257843,
18.002272,-66.367095,
18.0023,-66.5014,
18.002309,-66.64398,
18.002329,-66.634405,
18.00233,-66.103511,
18.0023888,-66.3913971,
18.0024083,-66.3875401,
18.0024312,-66.3694271,
18.002471,-66.387073,
18.0024848,-66.5015789,
18.00250642,-66.40111002,
18.002571,-66.635788,
18.002595,-66.627111,
18.00262892,-66.39331038,
18.00263798,-66.62800497,
18.00269,-66.498926,
18.00269,-66.63393,
18.002692,-66.83411,
18.00272,-65.87788,
18.002745,-66.057335,
18.002757,-66.875259,
18.00282,-66.83419,
18.002876,-66.621509,
18.00293,-66.633621,
18.003012,-66.339911,
18.0032754,-66.5976047,
18.003348,-66.634967,
18.0034098,-66.5885793,
18.0034765,-66.1087037,
18.003669,-66.644893,
18.003699,-66.64336,
18.003716,-66.645912,
18.003726,-66.876,
18.003781,-66.602998,
18.00383,-65.89998,
18.0038307,-66.5904297,
18.0038566,-66.5876288,
18.003969,-65.876897,
18.00401938,-66.10723075,
18.004071,-66.635401,
18.004095,-66.388526,
18.004179,-66.596528,
18.004186,-66.647112,
18.004284,-65.89494,
18.004396,-66.638443,
18.004461,-66.633479,
18.0045533,-66.6399674,
18.004569,-66.034001,
18.00457,-65.994213,
18.004575,-66.890866,
18.0046598,-66.5865363,
18.00466,-66.597346,
18.004724,-66.630357,
18.004786,-66.222618,
18.0048913,-65.9923404,
18.004908,-66.597378,
18.004914,-66.387531,
18.004916,-66.618615,
18.004927,-66.008992,
18.0049378,-66.5983828,
18.0049566,-66.3872936,
18.004964,-66.588217,
18.005,-66.644317,
18.0050405,-65.8736741,
18.005083,-65.876564,
18.0051,-65.9338,
18.005196,-66.1124,
18.005218,-65.876755,
18.005219,-66.58822,
18.005426,-66.635888,
18.00554,-66.21401,
18.005605,-66.60302,
18.005674,-65.895345,
18.00569,-65.87635,
18.0057295,-65.8762416,
18.005734,-66.609484,
18.005761,-66.637935,
18.0057758,-66.1133857,
18.00588,-66.63144,
18.005898,-66.262085,
18.0060513,-66.6208708,
18.006169,-66.390336,
18.00622,-66.113079,
18.006372,-66.63029,
18.00639804,-66.63845757,
18.0064135,-66.1116293,
18.006492,-66.007442,
18.00652793,-66.87615832,
18.00658,-66.01029,
18.0066134,-66.8745364,
18.0068181,-65.8754286,
18.00692542,-66.38027977,
18.006972,-65.873613,
18.006997,-66.642416,
18.007011,-66.004906,
18.007063,-66.621728,
18.00712148,-66.63875238,
18.007132,-66.004845,
18.00716759,-65.87517177,
18.007168,-65.88192,
18.007176,-66.801447,
18.007186,-66.380818,
18.00720188,-65.87827319,
18.007229,-66.005127,
18.007231,-66.639255,
18.00724359,-66.63611144,
18.007251,-66.3805797,
18.0072613,-66.0043486,
18.007288,-65.900504,
18.007359,-66.491456,
18.0073931,-66.0076873,
18.0074,-66.00441,
18.00741,-65.87593,
18.0074587,-65.8773433,
18.007609,-66.639572,
18.00763,-66.61602,
18.007706,-66.400902,
18.007717,-66.630455,
18.0077826,-67.0500943,
18.0078155,-66.6212406,
18.0078203,-66.5969156,
18.007935,-66.596851,
18.0079389,-66.5976241,
18.007972,-66.6336793,
18.008018,-66.38214,
18.008027,-66.873609,
18.008104,-66.380515,
18.0081082,-66.5984572,
18.0081478,-66.5970043,
18.0081493,-66.5880198,
18.008413,-66.585751,
18.008452,-66.632779,
18.008467,-66.379085,
18.008489,-66.38024,
18.0085,-66.5998,
18.008502,-65.993836,
18.0085396,-65.8767469,
18.008583,-66.0065209,
18.008589,-66.598765,
18.008614,-66.637184,
18.00867975,-66.58766739,
18.008752,-66.380142,
18.008766,-66.533586,
18.008783,-66.377307,
18.00881,-66.590097,
18.008852,-66.804184,
18.0088597,-65.8953799,
18.00894,-66.37954,
18.00898,-66.803013,
18.009102,-66.377722,
18.009137,-66.380207,
18.0091645,-66.5887775,
18.0091719,-66.3768512,
18.009177,-66.5990118,
18.00921845,-66.37611683,
18.0092191,-66.5881328,
18.0094059,-66.8036784,
18.0094646,-66.6432867,
18.009509,-66.373316,
18.0095286,-66.3903461,
18.0095574,-66.3809033,
18.009569,-66.635477,
18.009596,-66.376411,
18.009677,-66.02244,
18.0097005,-66.5894145,
18.00974048,-66.48849785,
18.00979,-66.4885,
18.009799,-66.803532,
18.009808,-66.379823,
18.009848,-66.017128,
18.00985,-66.37901,
18.009861,-66.650306,
18.009932,-66.598869,
18.009985,-66.595257,
18.009988,-66.585052,
18.01001,-66.87605,
18.01005,-66.02108,
18.010147,-66.113907,
18.010167,-66.017647,
18.01021171,-66.49451049,
18.010227,-66.595002,
