id,Coordenadas,Latitude,Longitude,
3054,"18.387936, -66.153226",18.3879360000,-66.153226000,
16502,"18.1462500, -66.1531341",18.1462500000,-66.153134100,
1061,"18.4350506,-66.1531267",18.4350506000,-66.153126700,
17801,"18.2311143,-66.1531106",18.2311143000,-66.153110600,
16974,"18.32081171, -66.15307105",18.3208117100,-66.153071050,
10449,"18.391642, -66.153054",18.3916420000,-66.153054000,
9151,"18.375266, -66.153008",18.3752660000,-66.153008000,
13937,"18.1456128, -66.1529675",18.1456128000,-66.152967500,
3465,"18.36378602, -66.15296709",18.3637860200,-66.152967090,
1586,"18.3627456,-66.1529453",18.3627456000,-66.152945300,
14259,"18.147514,-66.152881",18.1475140000,-66.152881000,
15029,"18.391644,-66.152732",18.3916440000,-66.152732000,
16267,"18.38430893,-66.15264967",18.3843089300,-66.152649670,
14531,"18.1516477, -66.152622",18.1516477000,-66.152622000,
13953,"18.1456957, -66.1525836",18.1456957000,-66.152583600,
953,"18.4355900, -66.1525203",18.4355900000,-66.152520300,
5031,"18.345306, -66.152500",18.3453060000,-66.152500000,
8612,"18.386389, -66.152500",18.3863890000,-66.152500000,
16730,"18.18477295, -66.15249470",18.1847729500,-66.152494700,
3463,"18.3633689,-66.1524602",18.3633689000,-66.152460200,
2428,"18.112619,-66.152390",18.1126190000,-66.152390000,
17588,"18.392124, -66.152323",18.3921240000,-66.152323000,
16945,"18.1846506,-66.1523033",18.1846506000,-66.152303300,
17402,"18.438289, -66.152261",18.4382890000,-66.152261000,
18630,"18.386030,-66.152210",18.3860300000,-66.152210000,
19033,"18.38140170,-66.15213349",18.3814017000,-66.152133490,
13034,"18.183630,-66.152050",18.1836300000,-66.152050000,
18022,"18.387545, -66.151939",18.3875450000,-66.151939000,
3634,"18.3791568,-66.1519281",18.3791568000,-66.151928100,
444,"18.3873770, -66.1519240",18.3873770000,-66.151924000,
8910,"18.3597372, -66.1518409",18.3597372000,-66.151840900,
6161,"18.356133,-66.151777",18.3561330000,-66.151777000,
2608,"18.37078, -66.15172",18.3707800000,-66.151720000,
13669,"18.3242, -66.1517",18.3242000000,-66.151700000,
6366,"18.384572, -66.151563",18.3845720000,-66.151563000,
11430,"18.3808139,-66.1515372",18.3808139000,-66.151537200,
17433,"18.369892, -66.151499",18.3698920000,-66.151499000,
5298,"18.401394, -66.151407",18.4013940000,-66.151407000,
19046,"18.18307867, -66.15129326",18.1830786700,-66.151293260,
12158,"18.3749193, -66.1512472",18.3749193000,-66.151247200,
13321,"18.389060,-66.151210",18.3890600000,-66.151210000,
16230,"18.435312,-66.151138",18.4353120000,-66.151138000,
6627,"18.360713,-66.151136",18.3607130000,-66.151136000,
13068,"18.3756413,-66.1510963",18.3756413000,-66.151096300,
17282,"18.238965, -66.151059",18.2389650000,-66.151059000,
3027,"18.359876, -66.150977",18.3598760000,-66.150977000,
1296,"18.3242110, -66.1508870",18.3242110000,-66.150887000,
17895,"18.353767, -66.150871",18.3537670000,-66.150871000,
17349,"18.11813020, -66.15077889",18.1181302000,-66.150778890,
4316,"18.3590580, -66.1507720",18.3590580000,-66.150772000,
10073,"18.373481, -66.150752",18.3734810000,-66.150752000,
1307,"18.35252, -66.15071",18.3525200000,-66.150710000,
13628,"18.3855, -66.1506",18.3855000000,-66.150600000,
778,"18.3750918, -66.1505827",18.3750918000,-66.150582700,
13675,"18.3531884, -66.1505076",18.3531884000,-66.150507600,
12432,"18.132637, -66.150461",18.1326370000,-66.150461000,
10339,"18.364512,-66.150418",18.3645120000,-66.150418000,
11377,"18.3839653,-661503396",18.3839653000,-66.150339600,
14124,"18.448347 , -66.150307",18.4483470000,-66.150307000,
17922,"18.3782, -66.1503",18.3782000000,-66.150300000,
12172,"18.4471229, -66.1502980",18.4471229000,-66.150298000,
4343,"18.37449515, -66.15026893",18.3744951500,-66.150268930,
18533,"18.132754, -66.150220",18.1327540000,-66.150220000,
14270,"18.4475,-66.1502",18.4475000000,-66.150200000,
14669,"18.352803, -66.150113",18.3528030000,-66.150113000,
3191,"18.1164493, -66.1500634",18.1164493000,-66.150063400,
16728,"18.3538423, -66.1500573",18.3538423000,-66.150057300,
4741,"18.377720, -66.149970",18.3777200000,-66.149970000,
11941,"18.378930, -66.149953",18.3789300000,-66.149953000,
4204,"18.142794, -66.149933",18.1427940000,-66.149933000,
18617,"18.13717253, -66.14993181",18.1371725300,-66.149931810,
17095,"18.35238484, -66.14990266",18.3523848400,-66.149902660,
7309,"18.1268595, -66.1498712",18.1268595000,-66.149871200,
18530,"18.132823, -66.149865",18.1328230000,-66.149865000,
16211,"18.3796229, -66.1498621",18.3796229000,-66.149862100,
6424,"18.389872, -66.149826",18.3898720000,-66.149826000,
18459,"18.32329795, -66.14972882",18.3232979500,-66.149728820,
1105,"18.11799888, -66.14972551",18.1179988800,-66.149725510,
11882,"18.174618,-66.149452",18.1746180000,-66.149452000,
4432,"18.132563,-66.149432",18.1325630000,-66.149432000,
10835,"18.448410,-66.149410",18.4484100000,-66.149410000,
12218,"18.323484,-66.149307",18.3234840000,-66.149307000,
18849,"18.44788145,-66.14928487",18.4478814500,-66.149284870,
6571,"18.353170, -66.149280",18.3531700000,-66.149280000,
14373,"18.3763371, -66.1492530",18.3763371000,-66.149253000,
13749,"18.373501,-66.149188",18.3735010000,-66.149188000,
81,"18.1145330,-66.1490488",18.1145330000,-66.149048800,
4284,"18.31573383, -66.14901582",18.3157338300,-66.149015820,
18647,"18.3853, -66.1490",18.3853000000,-66.149000000,
4861,"18.117095,-66.148999",18.1170950000,-66.148999000,
19057,"18.376297, -66.148930",18.3762970000,-66.148930000,
4448,"18.3532268, -66.1489202",18.3532268000,-66.148920200,
18876,"18.118317,-66.148914",18.1183170000,-66.148914000,
15722,"18.384632, -66.148869",18.3846320000,-66.148869000,
601,"18.1720529,-66.1488054",18.1720529000,-66.148805400,
17207,"18.136051, -66.148803",18.1360510000,-66.148803000,
1612,"18.371638,-66.148715",18.3716380000,-66.148715000,
15673,"18.383774, -66.148709",18.3837740000,-66.148709000,
15661,"18.3152655, -66.1486877",18.3152655000,-66.148687700,
3077,"18.116580,-66.148680",18.1165800000,-66.148680000,
14294,"18.3087713,-66.1486612",18.3087713000,-66.148661200,
14841,"18.378086, -66.148645",18.3780860000,-66.148645000,
5143,"18.118469, -66.14864",18.1184690000,-66.148640000,
18148,"18.448773,-66.148626",18.4487730000,-66.148626000,
15709,"18.162178, -66.148573",18.1621780000,-66.148573000,
18982,"18.38536183,-66.14856216",18.3853618300,-66.148562160,
11250,"18.449614,-66.148555",18.4496140000,-66.148555000,
7944,"18.30921645, -66.14847494",18.3092164500,-66.148474940,
3951,"18.4344270,-66.1484530",18.4344270000,-66.148453000,
13606,"18.211982,-66.148423",18.2119820000,-66.148423000,
263,"18.1159379, -66.1483648",18.1159379000,-66.148364800,
1905,"18.161419, -66.148321",18.1614190000,-66.148321000,
12618,"18.118516, -66.148283",18.1185160000,-66.148283000,
7521,"18.447556, -66.148167",18.4475560000,-66.148167000,
748,"18.38569424, -66.14815686",18.3856942400,-66.148156860,
7755,"18.3336433,-66.1480517",18.3336433000,-66.148051700,
2488,"18.377862,-66.148000",18.3778620000,-66.148000000,
7675,"18.394411,- 66.147903",18.3944110000,-66.147903000,
8866,"18.448474, -66.147890",18.4484740000,-66.147890000,
10536,"18.1252638,-66.1478797",18.1252638000,-66.147879700,
12574,"18.380102, -66.147845",18.3801020000,-66.147845000,
11253,"18.3337200, -66.1476704",18.3337200000,-66.147670400,
12463,"18.432866, -66.147650",18.4328660000,-66.147650000,
19352,"18.38339296, -66.14764539",18.3833929600,-66.147645390,
18071,"18.35650499, -66.14754681",18.3565049900,-66.147546810,
6228,"18.376886, -66.147516",18.3768860000,-66.147516000,
2994,"18.3836249, -66.1474867",18.3836249000,-66.147486700,
3272,"18.448075, -66.147486",18.4480750000,-66.147486000,
2284,"18.4307505, -66.1474173",18.4307505000,-66.147417300,
7903,"18.3841, -66.1473",18.3841000000,-66.147300000,
3200,"18.4331339,-66.1471759",18.4331339000,-66.147175900,
16669,"18.3870940,-66.1470982",18.3870940000,-66.147098200,
15853,"18.154087, -66.147063",18.1540870000,-66.147063000,
8294,"18.125660,-66.147060",18.1256600000,-66.147060000,
3822,"18.392183,-66.147057",18.3921830000,-66.147057000,
17843,"18.35433404, -66.14703499",18.3543340400,-66.147034990,
17799,"18.4332843,-66.1469292",18.4332843000,-66.146929200,
437,"18.43205, -66.14680",18.4320500000,-66.146800000,
14720,"18.3089257, -66.1467974",18.3089257000,-66.146797400,
14211,"18.448919,-66.146759",18.4489190000,-66.146759000,
3389,"18.4310037, -66.1467498",18.4310037000,-66.146749800,
10427,"18.126257,-66.146744",18.1262570000,-66.146744000,
19150,"18.303903, -66.146622",18.3039030000,-66.146622000,
17950,"18.354271,-66146604",18.3542710000,-66.146604000,
4774,"18.4355073,-66.1466039",18.4355073000,-66.146603900,
3893,"18.37715, -66.14660",18.3771500000,-66.146600000,
3008,"18.3747411,-66.1465838",18.3747411000,-66.146583800,
4081,"18.4309301, -66.1465646",18.4309301000,-66.146564600,
10643,"18.13413031, -66.14654452",18.1341303100,-66.146544520,
13829,"18.391470,-66.146450",18.3914700000,-66.146450000,
10278,"18.3910100,-66.1464393",18.3910100000,-66.146439300,
2612,"18.314244,-66.146396",18.3142440000,-66.146396000,
3601,"18.4496198, -66.1463327",18.4496198000,-66.146332700,
827,"18.110245, -66.146294",18.1102450000,-66.146294000,
9176,"18.3925482, -66.1462794085",18.3925482000,-66.146279409,
2386,"18.435458, -66.146242",18.4354580000,-66.146242000,
129,"18.435467,-66146163",18.4354670000,-66.146163000,
6832,"18.169732,-66.146104",18.1697320000,-66.146104000,
1736,"18.334320,-66.146095",18.3343200000,-66.146095000,
15768,"18.1524413,-66.1460450",18.1524413000,-66.146045000,
11331,"18.4354106,-66.1459764",18.4354106000,-66.145976400,
2230,"18.43116, -66.14595",18.4311600000,-66.145950000,
10539,"18.435409, -66.145926",18.4354090000,-66.145926000,
2630,"18.435840, -66.145845",18.4358400000,-66.145845000,
12775,"18.385362, -66.145816",18.3853620000,-66.145816000,
17999,"18.169001, -66.145798",18.1690010000,-66.145798000,
14368,"18.4527,-66.1457",18.4527000000,-66.145700000,
2572,"18.43544, -66.14565",18.4354400000,-66.145650000,
864,"18.3084431,-66.1456155",18.3084431000,-66.145615500,
11971,"18.3089502, -66.1456098",18.3089502000,-66.145609800,
8778,"18.385023, -66.145601",18.3850230000,-66.145601000,
13778,"18.429643, -66.145574",18.4296430000,-66.145574000,
17786,"18.321601,-66.145522",18.3216010000,-66.145522000,
4620,"18.13511, -66.14552",18.1351100000,-66.145520000,
2254,"18.127561, -66.145467",18.1275610000,-66.145467000,
1069,"18.160069,-66.145466",18.1600690000,-66.145466000,
14961,"18.4357084, -66.1454419",18.4357084000,-66.145441900,
12414,"18.3902,-66.1454",18.3902000000,-66.145400000,
11450,"18.351869, -66.145389",18.3518690000,-66.145389000,
2221,"18.431099, -66.145336",18.4310990000,-66.145336000,
4486,"18.3536400, -66.1452870",18.3536400000,-66.145287000,
13991,"18.452122, -66.145278",18.4521220000,-66.145278000,
3604,"18.348190,-66.145226",18.3481900000,-66.145226000,
13611,"18.4290,-66.1452",18.4290000000,-66.145200000,
5778,"18.307897, -66.145189",18.3078970000,-66.145189000,
12867,"18.387651,-66.145129",18.3876510000,-66.145129000,
3739,"18.13621, -66.14509",18.1362100000,-66.145090000,
5101,"18.43111736, -66.14482854",18.4311173600,-66.144828540,
10257,"18.450502,-66.1448136",18.4505020000,-66.144813600,
4512,"18.4521740, -66.1447931",18.4521740000,-66.144793100,
3812,"18.130110,-66.144724",18.1301100000,-66.144724000,
5541,"18.348083, -66.144539",18.3480830000,-66.144539000,
1708,"18.129898,-66.144424",18.1298980000,-66.144424000,
13478,"18.359456, -66.144307",18.3594560000,-66.144307000,
14809,"18.353341,-66.144290",18.3533410000,-66.144290000,
14192,"18.450470, -66.144266",18.4504700000,-66.144266000,
2065,"18.4527891, -66.1442657",18.4527891000,-66.144265700,
4582,"18.13347, -66.14420",18.1334700000,-66.144200000,
2368,"18.36464916, -66.14419811",18.3646491600,-66.144198110,
3985,"18.13389, -66.14408",18.1338900000,-66.144080000,
5051,"18.4519158, -66.1440746",18.4519158000,-66.144074600,
543,"18.4527745, -66.1440414",18.4527745000,-66.144041400,
17021,"18.1202, -66.1440",18.1202000000,-66.144000000,
14922,"18.4504, -66.1440",18.4504000000,-66.144000000,
6059,"18.352547,-66.143872",18.3525470000,-66.143872000,
1963,"18.426056, -66.143821",18.4260560000,-66.143821000,
4358,"18.3928591, -66.1436414",18.3928591000,-66.143641400,
535,"18.435293, -66.143629",18.4352930000,-66.143629000,
346,"18.132340, -66.14359",18.1323400000,-66.143590000,
19217,"18.435417, -66.143402",18.4354170000,-66.143402000,
2379,"18.3643045,-66.1433621",18.3643045000,-66.143362100,
4338,"18.129295,-66.143352",18.1292950000,-66.143352000,
4628,"18.432545, -66.143346",18.4325450000,-66.143346000,
16665,"18.389171,-66.143338",18.3891710000,-66.143338000,
3577,"18.403584,-66.143294",18.4035840000,-66.143294000,
6120,"18.3467233,-66.1432297",18.3467233000,-66.143229700,
17116,"18.1207451, -66.1432039",18.1207451000,-66.143203900,
5001,"18.1745774, -66.1431801",18.1745774000,-66.143180100,
3847,"18.3900810, -66.1431730",18.3900810000,-66.143173000,
731,"18.36606, -66.14304",18.3660600000,-66.143040000,
12640,"18.3944683, -66.1429987",18.3944683000,-66.142998700,
14857,"18.133148,-66.142822",18.1331480000,-66.142822000,
3831,"18.2925027, -66.1428012",18.2925027000,-66.142801200,
2726,"18.30407, -66.142795",18.3040700000,-66.142795000,
3473,"18.436341, -66.142769",18.4363410000,-66.142769000,
16355,"18.3528867, -66.14273208",18.3528867000,-66.142732080,
4408,"18.131000, -66.142694",18.1310000000,-66.142694000,
12121,"18.133860,-66.142670",18.1338600000,-66.142670000,
4633,"18.38912687, -66.14266772",18.3891268700,-66.142667720,
3023,"18.130696,-66.142630",18.1306960000,-66.142630000,
12849,"18.128307, -66.142560",18.1283070000,-66.142560000,
1741,"18.3492952,-66.14252975",18.3492952000,-66.142529750,
581,"18.352282,-66.142515",18.3522820000,-66.142515000,
3167,"18.3465622,-66.1424948",18.3465622000,-66.142494800,
17279,"18.30296094, -66.14249148",18.3029609400,-66.142491480,
3046,"18.35090190, -66.14246320",18.3509019000,-66.142463200,
14702,"18.427337,-66.142415",18.4273370000,-66.142415000,
6328,"18.1208977,-66.1424090",18.1208977000,-66.142409000,
3959,"18.314079, -66.142372",18.3140790000,-66.142372000,
15215,"18.4279778, -66.1423366",18.4279778000,-66.142336600,
18930,"18.344512,-66.142336",18.3445120000,-66.142336000,
705,"18.3516017, -66.1423280",18.3516017000,-66.142328000,
5671,"18.3871937, -66.1423272",18.3871937000,-66.142327200,
4549,"18.3865921,-66.1423194",18.3865921000,-66.142319400,
9158,"18.3482549,-66.1422842",18.3482549000,-66.142284200,
13677,"18.389691, -66.142257",18.3896910000,-66.142257000,
2577,"18.31313, -66.14224",18.3131300000,-66.142240000,
17939,"18.113873, -66.142212",18.1138730000,-66.142212000,
12198,"18.2916,- 66.1422",18.2916000000,-66.142200000,
279,"18.075525,-66.142062",18.0755250000,-66.142062000,
19350,"18.13173687, -66.14198351",18.1317368700,-66.141983510,
554,"18.435690, -66.141968",18.4356900000,-66.141968000,
4635,"18.3946090, -66.1417670",18.3946090000,-66.141767000,
2074,"18.35175,-66.14170",18.3517500000,-66.141700000,
163,"18.31321,-66.14167",18.3132100000,-66.141670000,
3187,"18.345339, -66.141659",18.3453390000,-66.141659000,
8171,"18.402177, -66.141634",18.4021770000,-66.141634000,
13338,"18.385975, -66.141596",18.3859750000,-66.141596000,
17906,"18.136339, -66.141558",18.1363390000,-66.141558000,
1403,"18.2422153, -66.1415450",18.2422153000,-66.141545000,
13856,"18.368630,-66.141518",18.3686300000,-66.141518000,
4187,"18.3659520, -66.1415120",18.3659520000,-66.141512000,
3591,"18.2020040, -66.1415010",18.2020040000,-66.141501000,
19092,"18.35098013, -66.14148928",18.3509801300,-66.141489280,
13852,"18.3171578, -66.1414471",18.3171578000,-66.141447100,
13923,"18.133842,-66.141333",18.1338420000,-66.141333000,
17651,"18.113464-,66.141324",18.1134640000,-66.141324000,
2224,"18.392118,-66.141312",18.3921180000,-66.141312000,
955,"18.129255,-66.141205",18.1292550000,-66.141205000,
16431,"18.332167,-66.141164",18.3321670000,-66.141164000,
2119,"18.395003, -66.141156",18.3950030000,-66.141156000,
2814,"18.3321838,-66.1411312",18.3321838000,-66.141131200,
12059,"18.144033, -66.141109",18.1440330000,-66.141109000,
2552,"18.401728, -66.141091",18.4017280000,-66.141091000,
2164,"18.4010331, -66.1410327",18.4010331000,-66.141032700,
8116,"18.3891701, -66.1409891",18.3891701000,-66.140989100,
14060,"18.3464760,-66.1409582",18.3464760000,-66.140958200,
13960,"18.366144, -66.140844",18.3661440000,-66.140844000,
12373,"18.34831087, -66.14075204",18.3483108700,-66.140752040,
5252,"18.352540, -66.140750",18.3525400000,-66.140750000,
10906,"18.3929458,-66.1406629",18.3929458000,-66.140662900,
17743,"18.4280980,-66.1405020",18.4280980000,-66.140502000,
17395,"18.1314, -66.1405",18.1314000000,-66.140500000,
18484,"18.1426316, -66.1404845",18.1426316000,-66.140484500,
2167,"18.428388,-66.140480",18.4283880000,-66.140480000,
8419,"18.351670, -66.140407",18.3516700000,-66.140407000,
18052,"18.34985787, -66.14031538",18.3498578700,-66.140315380,
17042,"18.13123335, -66.14031336",18.1312333500,-66.140313360,
11811,"18.40215353, -66.14030683",18.4021535300,-66.140306830,
2364,"18.3638596,-66.1402072",18.3638596000,-66.140207200,
237,"18.305490, -66.140180",18.3054900000,-66.140180000,
5054,"18.348691,-66.140163",18.3486910000,-66.140163000,
3738,"18.393424, -66.140142",18.3934240000,-66.140142000,
11405,"18.323055,-66.140129",18.3230550000,-66.140129000,
3737,"18.142049,-66.140116",18.1420490000,-66.140116000,
11531,"18.351700, -66.140100",18.3517000000,-66.140100000,
7927,"18.386835, -66.140072",18.3868350000,-66.140072000,
1422,"18.387896,-66.140069",18.3878960000,-66.140069000,
10183,"18.186605, -66.140030",18.1866050000,-66.140030000,
11407,"18.3476790, -66.1400070",18.3476790000,-66.140007000,
5968,"18.3459,-66.1400",18.3459000000,-66.140000000,
17918,"18.388426, -66.139978",18.3884260000,-66.139978000,
9318,"18.3874135, -66.1399692",18.3874135000,-66.139969200,
2969,"18.136401, -66.139957",18.1364010000,-66.139957000,
19285,"18.323094, -66.139919",18.3230940000,-66.139919000,
2867,"18.113508,-66.139877",18.1135080000,-66.139877000,
13604,"18.351284,-66.139870",18.3512840000,-66.139870000,
17306,"18.387103, -66.139713",18.3871030000,-66.139713000,
6147,"18.346579, -66.139628",18.3465790000,-66.139628000,
3483,"18.1308450, -66.1395470",18.1308450000,-66.139547000,
2953,"18.1742627, -66.1394753",18.1742627000,-66.139475300,
3410,"18.129881,-66.139415",18.1298810000,-66.139415000,
854,"18.3909823, -66.1393720",18.3909823000,-66.139372000,
10508,"18.132359, -66.139304",18.1323590000,-66.139304000,
4732,"18.186958,-66.139277",18.1869580000,-66.139277000,
8858,"18.399871, -66.139211",18.3998710000,-66.139211000,
1498,"18.289218, -66.139192",18.2892180000,-66.139192000,
12215,"18.1880308, -66.1391752",18.1880308000,-66.139175200,
12444,"18.131240,-66.138950",18.1312400000,-66.138950000,
10036,"18.129541, -66.138935",18.1295410000,-66.138935000,
4328,"18.1416446, -66.1388171",18.1416446000,-66.138817100,
7885,"18.387852,-66.138809",18.3878520000,-66.138809000,
1904,"18.13697776, -66.13877683",18.1369777600,-66.138776830,
14136,"18.3881227,-66.1387424",18.3881227000,-66.138742400,
13612,"18.219487, -66.138702",18.2194870000,-66.138702000,
18327,"18.3674429,-66.1385392",18.3674429000,-66.138539200,
3659,"18.36732,-66.13853",18.3673200000,-66.138530000,
13491,"18.403000, -66.138458",18.4030000000,-66.138458000,
76,"18.350831,-66.138305",18.3508310000,-66.138305000,
16310,"18.116553,-66.138241",18.1165530000,-66.138241000,
5868,"18.3898742,-66.1380856",18.3898742000,-66.138085600,
9476,"18.4007334, -66.1379649",18.4007334000,-66.137964900,
18828,"18.348259,-66.137854",18.3482590000,-66.137854000,
2482,"18.1413387,-66.1376889",18.1413387000,-66.137688900,
17591,"18.122216,-66.137579",18.1222160000,-66.137579000,
17127,"18.11556659, -66.13750502",18.1155665900,-66.137505020,
789,"18.389547, -66.137489",18.3895470000,-66.137489000,
18259,"18.347621, -66.137450",18.3476210000,-66.137450000,
17644,"18.139591,-66.137398",18.1395910000,-66.137398000,
17645,"18.13942795, -66.13726636",18.1394279500,-66.137266360,
16023,"18.326572,-66.137207",18.3265720000,-66.137207000,
5886,"18.4008960, -66.1371920",18.4008960000,-66.137192000,
15430,"18.325556,-66.137116",18.3255560000,-66.137116000,
5483,"18.400269, -66.137072",18.4002690000,-66.137072000,
14596,"18.2183925,-66.1370569",18.2183925000,-66.137056900,
1212,"18.08759312, -66.13701984",18.0875931200,-66.137019840,
1928,"18.0945914, -66.1369584",18.0945914000,-66.136958400,
2096,"18.39945538, -66.13693038",18.3994553800,-66.136930380,
6307,"18.213669, -66.136926",18.2136690000,-66.136926000,
4856,"18.400169,-66.136879",18.4001690000,-66.136879000,
10984,"18.119136,-66.136612",18.1191360000,-66.136612000,
2877,"18.21380, -66.13660",18.2138000000,-66.136600000,
466,"18.3937840, -66.1365360",18.3937840000,-66.136536000,
17274,"18.449081, -66.136482",18.4490810000,-66.136482000,
3427,"18.402073, -66.136200",18.4020730000,-66.136200000,
7888,"18.4005051,-66.1361555",18.4005051000,-66.136155500,
2728,"18.11823, -66.13613",18.1182300000,-66.136130000,
19054,"18.142952, -66.135987",18.1429520000,-66.135987000,
2555,"18.220110, -66.135642",18.2201100000,-66.135642000,
2832,"18.1198953, -66.1353078",18.1198953000,-66.135307800,
16000,"18.3643111,-66.1350815",18.3643111000,-66.135081500,
420,"18.447186,-66.135071",18.4471860000,-66.135071000,
14723,"18.3950903,-66.1350635",18.3950903000,-66.135063500,
18728,"18.1410466, -66.1350144",18.1410466000,-66.135014400,
18347,"18.350735,-66.135010",18.3507350000,-66.135010000,
17124,"18.39327993, -66.13480659",18.3932799300,-66.134806590,
13533,"18.3506970,-66.1348039",18.3506970000,-66.134803900,
5232,"18.198917, -66.134722",18.1989170000,-66.134722000,
5188,"18.1514307, -66.1347010",18.1514307000,-66.134701000,
2111,"18.394153,-66.134679",18.3941530000,-66.134679000,
18462,"18.36660301, -66.13451950",18.3666030100,-66.134519500,
8282,"18.391179, -66.134501",18.3911790000,-66.134501000,
43,"18.363855,-66.134360",18.3638550000,-66.134360000,
12706,"18.373370, -66.134326",18.3733700000,-66.134326000,
14194,"18.139689, -66.134225",18.1396890000,-66.134225000,
875,"17.94853466,-66.13419258",17.9485346600,-66.134192580,
10403,"18.3509668,-66.1341729",18.3509668000,-66.134172900,
9308,"17.9490731,-66.1341451",17.9490731000,-66.134145100,
5146,"18.392142, -66.134051",18.3921420000,-66.134051000,
6692,"18.350412, -66.134025",18.3504120000,-66.134025000,
3509,"18.136163, -66.133918",18.1361630000,-66.133918000,
16411,"18.351842, -66.133881",18.3518420000,-66.133881000,
3919,"18.358146, -66.133826",18.3581460000,-66.133826000,
19037,"18.349132, -66.133707",18.3491320000,-66.133707000,
4754,"18.392343, -66.133646",18.3923430000,-66.133646000,
9543,"18.3820538,-66.1335325",18.3820538000,-66.133532500,
17618,"18.350300, -66.133200",18.3503000000,-66.133200000,
5331,"18.1444913, -66.1331513",18.1444913000,-66.133151300,
18661,"18.349246, -66.133109",18.3492460000,-66.133109000,
10792,"18.13591437, -66.13288721",18.1359143700,-66.132887210,
4350,"18.147370, -66.132780",18.1473700000,-66.132780000,
19192,"18.391359,-66.132664",18.3913590000,-66.132664000,
3793,"18.34772477, -66.13266003",18.3477247700,-66.132660030,
4032,"17.946980, -66.132480",17.9469800000,-66.132480000,
11139,"18.444755, -66.132424",18.4447550000,-66.132424000,
14909,"18.125207, -66.132313",18.1252070000,-66.132313000,
8266,"18.370213,-66.132286",18.3702130000,-66.132286000,
8621,"18.218593, -66.132154",18.2185930000,-66.132154000,
1718,"18.43886, -66.13211",18.4388600000,-66.132110000,
18524,"18.3228658, -66.1320768",18.3228658000,-66.132076800,
11967,"18.3821231,-66.1320674",18.3821231000,-66.132067400,
17496,"18.260146,-66.132031",18.2601460000,-66.132031000,
8015,"18.137000, -66.132000",18.1370000000,-66.132000000,
9288,"18.137175,-66.131945",18.1371750000,-66.131945000,
168,"18.382320, -66.131899",18.3823200000,-66.131899000,
257,"18.3591893, -66.1318307",18.3591893000,-66.131830700,
16081,"18.176066, -66.131812",18.1760660000,-66.131812000,
3119,"18.3461310,-66.1317854",18.3461310000,-66.131785400,
3932,"18.337785, -66.131529",18.3377850000,-66.131529000,
3617,"18.4389574, -66.1315031",18.4389574000,-66.131503100,
13075,"18.382630,-66.131490",18.3826300000,-66.131490000,
17328,"18.21364632,-66.13145677",18.2136463200,-66.131456770,
2120,"18.4426008, -66.1313484",18.4426008000,-66.131348400,
7556,"18.242027, -66.131342",18.2420270000,-66.131342000,
13537,"18.3534051,-66.1311883",18.3534051000,-66.131188300,
14645,"18.213467, -66.130902",18.2134670000,-66.130902000,
9294,"18.397573,-66.130832",18.3975730000,-66.130832000,
3423,"18.3839491, -66.1307950",18.3839491000,-66.130795000,
6349,"18.395761, -66.130792",18.3957610000,-66.130792000,
4751,"18.3913284, -66.1307900",18.3913284000,-66.130790000,
2808,"18.303503, -66.130686",18.3035030000,-66.130686000,
2743,"18.3024398, -66.1306227",18.3024398000,-66.130622700,
7469,"18.2248350, -66.1305841",18.2248350000,-66.130584100,
7416,"18.24254732, -66.13048249",18.2425473200,-66.130482490,
8055,"18.303240, -66.130239",18.3032400000,-66.130239000,
4231,"18.387675, -66.130226",18.3876750000,-66.130226000,
1863,"18.3908191,-66.1301147",18.3908191000,-66.130114700,
4423,"18.275925,-66.130094",18.2759250000,-66.130094000,
8827,"18.43887, -66.13005",18.4388700000,-66.130050000,
17863,"18.37, -66.13",18.3700000000,-66.130000000,
285,"18.391775, -66.129926",18.3917750000,-66.129926000,
3451,"18.437937, -66.129845",18.4379370000,-66.129845000,
3466,"18.438011, -66.129745",18.4380110000,-66.129745000,
1518,"18.3911582,-66.1297178",18.3911582000,-66.129717800,
1512,"18.39158039, -66.12968309",18.3915803900,-66.129683090,
15594,"18.219374, -66.129634",18.2193740000,-66.129634000,
5306,"18.3651480, -66.1294680",18.3651480000,-66.129468000,
9845,"18.4377831, -66.1294462",18.4377831000,-66.129446200,
11366,"18.386725, -66.129401",18.3867250000,-66.129401000,
1365,"18.387549,-66.129341",18.3875490000,-66.129341000,
17373,"17.97889349, -66.12927080",17.9788934900,-66.129270800,
3857,"18.3827655, -66.1292524",18.3827655000,-66.129252400,
5047,"18.3827623, -66.1292460",18.3827623000,-66.129246000,
18047,"18.36769836,-66.12923777",18.3676983600,-66.129237770,
5694,"18.323702, -66.129195",18.3237020000,-66.129195000,
10138,"18.3869038, -66.1291876",18.3869038000,-66.129187600,
13998,"18.393152,-66.129066",18.3931520000,-66.129066000,
5081,"17.9798649,-66.1289775",17.9798649000,-66.128977500,
4373,"18.3933840, -66.1289410",18.3933840000,-66.128941000,
2958,"18.3542710, -66.1288943",18.3542710000,-66.128894300,
11246,"18.388903,-66.128886",18.3889030000,-66.128886000,
2521,"18.3674330, -66.1288370",18.3674330000,-66.128837000,
4952,"17.949350, -66.128660",17.9493500000,-66.128660000,
439,"18.154324,-66.128647",18.1543240000,-66.128647000,
