X,Y,ID,Site_name,Site_type,Municipality,TotalBeneficiaries_Patients,Funders_Implementers,Funders_Combined,IsPrimary,Number_Funders,PVSizekW,Savings_year,CO2_eq_avoided_metric_tonnes_ye,Battery_size_kWh,PV_Size_AVG,Savings_AVG,CO2avoided_AVG,Batterysize_AVG,loads_backed_up,Installer,CompletionDate,Status,Latitude,Longitude,Accurate_building_town,Address,SiteDescription,Last_update,ObjectId
-66.821,18.482,314,Escuela Lorenzo Coballes Gandia,School,Hatillo,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.482,-66.821,Building,,School / emergency shelter,2020/02/14 00:00:00+00,81
-66.88,18.297,315,Escuela Domingo Aponte Collazo,School,Lares,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,Complete,18.297,-66.88,Building,,School / emergency shelter,2020/02/14 00:00:00+00,82
-66.254,18.402,316,Escuela Jose Nevarez Lopez,School,Toa Baja,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.402,-66.254,Building,,School / emergency shelter,2020/02/14 00:00:00+00,83
-66.297,18.321,412,Esc. SU Julián Marrero,School,Corozal,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.321,-66.297,Building,,,2020/02/14 00:00:00+00,84
-66.045,18.439,416,Esc. Alejandro Tapia y Rivera,School,San Juan,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.439,-66.045,Building,,,2020/02/14 00:00:00+00,85
-66.036,18.435,417,Esc. Fray Bartolomé de Las Casas,School,San Juan,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,In Process,18.435,-66.036,Building,,,2020/02/14 00:00:00+00,86
-66.473,18.34,421,Esc. Juan A. Corretjer,School,Ciales,,American Red Cross,American Red Cross,1,1,67,26411.4,80.68,,67,26411.4,80.6780232,0,,,,In Process,18.34,-66.473,Building,,,2020/02/14 00:00:00+00,87
-66.294,18.449,422,Esc. Luisa M Valderrama  (San Antonio),School,Dorado,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,In Process,18.449,-66.294,Building,,,2020/02/14 00:00:00+00,88
-66.565,18.372,425,Esc. Dr. Leonardo Valentin Tirado,School,Florida,,American Red Cross,American Red Cross,1,1,59,23257.8,71.04,,59,23257.8,71.0448264,0,,,,In Process,18.372,-66.565,Building,,,2020/02/14 00:00:00+00,89
-66.069,17.975,427,Esc. Superio Natividad Rodriguez / Superior Urbana Nueva,School,Arroyo,,American Red Cross,American Red Cross,1,1,59,23257.8,71.04,,59,23257.8,71.0448264,0,,,,In Process,17.975,-66.069,Building,,,2020/02/14 00:00:00+00,90
-65.914,18.373,428,Esc. Juana Rodriguez Mundo,School,Canovanas,,American Red Cross,American Red Cross,1,1,67,26411.4,80.68,,67,26411.4,80.6780232,0,,,,In Process,18.373,-65.914,Building,,,2020/02/14 00:00:00+00,91
-65.931,18.369,429,Esc. Angel P. Millan Rohena,School,Carolina,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,In Process,18.369,-65.931,Building,,,2020/02/14 00:00:00+00,92
-65.986,18.37,430,Esc. Juana Mendez (Metropolis),School,Carolina,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,18.37,-65.986,Building,,,2020/02/14 00:00:00+00,93
-66.803,18.284,327,Esc. Jose Vizcarrondo (SU Angeles) ,School,Utuado,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,Complete,18.284,-66.803,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,94
-66.644,18.268,328,Esc. SU Marta La Fontaine,School,Utuado,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,Complete,18.268,-66.644,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,95
-66.602,18.299,329,Esc. Antonio Tulla Torres,School,Utuado,,American Red Cross,American Red Cross,1,1,27,10643.4,32.51,,27,10643.4,32.5120392,0,,,,Complete,18.299,-66.602,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,96
-65.651,18.349,431,Esc. Berta Zalduondo,School,Fajardo,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,In Process,18.349,-65.651,Building,,,2020/02/14 00:00:00+00,97
-66.484,18.436,331,Esc. Felix Cordova Davila ,School,Manati,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.436,-66.484,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,98
-65.8683,18.38393,432,Esc. Guillermina Rosado,School,Loiza,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,In Process,18.38393,-65.8683,Building,,,2020/02/14 00:00:00+00,99
-66.481,18.424,333,Esc. Juan A. Sanchez Davila,School,Manati,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,Complete,18.424,-66.481,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,100
-66.401,18.326,334,Esc. Francisco Rivera Claudio,School,Morovis,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.326,-66.401,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,101
-66.102,18.338,335,Esc. Betty Rosado de Vega ,School,Guaynabo,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,Complete,18.338,-66.102,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,102
-66.109,18.356,336,Esc. Rafael Martinez Nadal,School,Guaynabo,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.356,-66.109,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,103
-66.121,18.4,337,Esc. Juan Ponce de Leon ,School,Guaynabo,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,Complete,18.4,-66.121,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,104
-65.85,18.379,433,Esc. Liberata Iraldo,School,Rio Grande,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,In Process,18.379,-65.85,Building,,,2020/02/14 00:00:00+00,105
-65.796,18.382,434,Esc. Felix Sanchez,School,Rio Grande,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,In Process,18.382,-65.796,Building,,,2020/02/14 00:00:00+00,106
-65.994,18.416,435,Esc. Dr. Jose Larazo,School,Carolina,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,In Process,18.416,-65.994,Building,,,2020/02/14 00:00:00+00,107
-66.366,18.241,341,Esc. SU Botijas I,School,Orocovis,,American Red Cross,American Red Cross,1,1,35,13797,42.15,,35,13797,42.145236,0,,,,Complete,18.241,-66.366,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,108
-66.392,18.229,342,Esc. Nelida Melendez Melendez,School,Orocovis,,American Red Cross,American Red Cross,1,1,59,23257.8,71.04,,59,23257.8,71.0448264,0,,,,Complete,18.229,-66.392,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,109
-65.648,18.26,436,Esc. Luis Muñoz Marin,School,Ceiba,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,In Process,18.26,-65.648,Building,,,2020/02/14 00:00:00+00,110
-66.406,17.96,437,Esc. Elvira M. Colon,School,Santa Isabel,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,In Process,17.96,-66.406,Building,,,2020/02/14 00:00:00+00,111
-66.211,18.416,345,Esc. Emestina Bracero (Villa Gutierrez),School,Toa Baja,,American Red Cross,American Red Cross,1,1,75,29565,90.31,,75,29565,90.31122,0,,,,Complete,18.416,-66.211,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,112
-66.167,18.116,438,Esc. Especializada en Bellas Artes,School,Cayey,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,18.116,-66.167,Building,,,2020/02/14 00:00:00+00,113
-66.555,18.304,347,Esc. Turbio Rivera ,School,Ciales,,American Red Cross,American Red Cross,1,1,45,17739,54.19,,45,17739,54.186732,0,,,,Complete,18.304,-66.555,Building,,School/Emergency shelter,2020/02/14 00:00:00+00,114
-65.303105,18.302856,526,CDT Culebra,Clinic,Culebra,,Solar Saves Lives group,"Direct Relief, Solar Saves Lives group",0,2,54.75,21582.45,65.93,138,27.375,10791.23,32.9635953,69,Clinic and doctor's residence,Pura Energía,2/1/20,Complete,18.302856,-65.303105,Building,"CDT Culebra, Calle William Font Final, Culebra, PR 00765",,2020/02/14 00:00:00+00,115
-66.595664,18.218925,141,CDT Mario Canales,Clinic,Jayuya,,Ponce Research Institute,"Ponce Research Institute, Brother's Brother Foundation",1,2,36,14191.2,43.35,86.4,18,7095.6,21.6746928,43.2,,Maximo Solar Industries,9/13/18,Complete,18.218925,-66.595664,Building,"CDT Mario Canales, Calle Cementerio 2, Jayuya, PR 00664",,2019/03/08 00:00:00+00,116
-66.595664,18.218925,142,CDT Mario Canales,Clinic,Jayuya,,Brother's Brother Foundation,"Ponce Research Institute, Brother's Brother Foundation",0,2,36,14191.2,43.35,86.4,18,7095.6,21.6746928,43.2,,Maximo Solar Industries,9/13/18,Complete,18.218925,-66.595664,Building,"CDT Mario Canales, Calle Cementerio 2, Jayuya, PR 00664",,2019/03/08 00:00:00+00,117
-66.106789,17.973139,2,"Centro de Salud Familiar Dr. Julio Palmieri Ferri, Inc. ",Clinic,Guayama,,Direct Relief,"Direct Relief, Solar Saves Lives group",1,2,43.56,17171.35,52.45,40,21.78,8585.676,26.22637829,20,"Vaccine Refrigerators, Lighting in Common Areas, Internet and Servers",New Energy,7/13/18,Complete,17.973139,-66.106789,Building,,,2020/02/14 00:00:00+00,118
-66.847485,18.12478,530,"Acue. Com. Guaraguao, Inc. (Naranjos)
",Water Pumping Station,Yauco,420,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,In Process,18.12478,-66.847485,Building,,,2020/07/06 00:00:00+00,119
-66.060292,17.968446,1,"Centro de Salud Familiar Dr. Julio Palmieri Ferri, Inc. ",Clinic,Arroyo,,Direct Relief,"Direct Relief, Solar Saves Lives group",1,2,206.25,81303.75,248.36,475,103.125,40651.875,124.1779275,237.5,,AZ Engineering / EP Energy,,In Process,17.968446,-66.060292,Building,"Calle Morse, Arroyo, 00714, Puerto Rico",,2020/02/14 00:00:00+00,120
-66.060292,17.968446,527,"Centro de Salud Familiar Dr. Julio Palmieri Ferri, Inc. ",Clinic,Arroyo,,Solar Saves Lives group,"Direct Relief, Solar Saves Lives group",0,2,206.25,81303.75,248.36,475,103.125,40651.875,124.1779275,237.5,,AZ Engineering / EP Energy,,In Process,17.968446,-66.060292,Building,"Calle Morse, Arroyo, 00714, Puerto Rico",,2020/02/14 00:00:00+00,121
-66.106789,17.973139,520,"Centro de Salud Familiar Dr. Julio Palmieri Ferri, Inc. ",Clinic,Guayama,,Solar Saves Lives group,"Direct Relief, Solar Saves Lives group",0,2,43.56,17171.35,52.45,40,21.78,8585.68,26.22637829,20,"Vaccine Refrigerators, Lighting in Common Areas, Internet and Servers",New Energy,7/13/18,Complete,17.973139,-66.106789,Building,,,2020/02/14 00:00:00+00,122
-66.0128,18.00388,3,Centro de Servicios Primarios de Salud de Patillas ,Clinic,Patillas,,Solar Saves Lives group,"Solar Saves Lives group, Helmsley, Hispanic Federation",1,3,98,38631.6,118.01,228,32.66666667,12877.2,39.3355536,76,"Emergency Room, Treatment Rooms, IT servers, Pharmacy, Laboratory",ISO,2/7/20,Complete,18.00388,-66.0128,Building,"Calle Guillermo Riefkhol #99 Patillas, PR",,2020/09/14 00:00:00+00,123
-66.0128,18.00388,4,Centro de Servicios Primarios de Salud de Patillas ,Clinic,Patillas,,Helmsley,"Solar Saves Lives group, Helmsley, Hispanic Federation",0,3,98,38631.6,118.01,228,32.66666667,12877.2,39.3355536,76,"Emergency Room, Treatment Rooms, IT servers, Pharmacy, Laboratory",ISO,2/7/20,Complete,18.00388,-66.0128,Building,"Calle Guillermo Riefkhol #99 Patillas, PR",,2020/09/14 00:00:00+00,124
-66.014865,18.008488,6,Centro de Servicios Primarios de Salud de Patillas ,Clinic,Patillas,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine Refrigerators,,,Complete,18.008488,-66.014865,Town,,,2019/03/18 00:00:00+00,125
-66.0128,18.00388,522,Centro de Servicios Primarios de Salud de Patillas ,Clinic,Patillas,,Hispanic Federation,"Solar Saves Lives group, Helmsley, Hispanic Federation",0,3,98,38631.6,118.01,228,32.66666667,12877.2,39.3355536,76,"Emergency Room, Treatment Rooms, IT servers, Pharmacy, Laboratory",ISO,2/7/20,Complete,18.00388,-66.0128,Building,"Calle Guillermo Riefkhol #99 Patillas, PR",,2020/09/14 00:00:00+00,126
-66.23799,18.25902,531,Com. Anones Maya (Pozo #2),Water Pumping Station,Naranjito,1600,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,In Process,18.25902,-66.23799,Building,,,2020/07/06 00:00:00+00,127
-66.071036,18.22703,532,Com. Pozo Dulce Lozada,Water Pumping Station,Caguas,500,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,In Process,18.22703,-66.071036,Building,,,2020/07/06 00:00:00+00,128
-66.847485,18.12478,554,"Acue. Com. Guaraguao, Inc. (Naranjos)
",Water Pumping Station,Yauco,420,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,In Process,18.12478,-66.847485,Building,,,2020/07/06 00:00:00+00,129
-65.899167,18.006944,7,Centro de Servicios Primarios de Salud de Patillas ,Clinic,Maunabo,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine Refrigerators,,,In Process,18.006944,-65.899167,Town,,,2019/03/18 00:00:00+00,130
-66.377026,18.010475,232,Centro de Servicios Primarios de Salud de Patillas ,Clinic,Santa Isabel,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine refrigerators,,,In Process,18.010475,-66.377026,Building,"32 or 50 Calle Luis Muñoz Rivera, Santa Isabel, 00757, Puerto Rico",,2019/03/14 00:00:00+00,131
-66.88538,18.29062,8,"Centro de Servicios Primarios de Salud, Inc. ",Clinic,Lares,,Hispanic Federation,Hispanic Federation,1,1,18.72,7379.42,22.54,70,18.72,7379.424,22.54168051,70,IT servers,,,Complete,18.29062,-66.88538,Building,"Carr. 111 km. 1.9 Bo. Pueblo Lares, PR",,,132
-66.932207,18.464301,9,Centro Integrados de Servicios de Salud,Clinic,Quebradillas,,Fundación Comunitaria,Fundación Comunitaria,1,1,5.4,2128.68,6.5,14.8,5.4,2128.68,6.50240784,14.8,Vaccine Refrigerators,Pura Energia,,Complete,18.464301,-66.932207,Building,"Calle Rafols Esq Del Carmen , Quebradillas, PR 00678-1551",,2019/03/14 00:00:00+00,133
-66.23799,18.25902,555,Com. Anones Maya (Pozo #2),Water Pumping Station,Naranjito,1600,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,In Process,18.25902,-66.23799,Building,,,2020/07/06 00:00:00+00,134
-65.8767,18.42865,132,Concilio de Salud Integral de Loíza,Clinic,Loíza,,Solar Saves Lives group,"Solar Saves Lives group, Hispanic Federation, Helmsley",1,3,270,106434,325.12,475,90,35478,108.373464,158.3333333,"Emergency Room, Treatment Rooms, IT servers, Pharmacy, Laboratory, Refrigerators",AZ Engineering / EP Energy,2/1/20,Complete,18.42865,-65.8767,Building,"ROAD 188, INT. 187, LOIZA, PR 00772-0509",,2020/02/14 00:00:00+00,135
-65.8767,18.42865,133,Concilio de Salud Integral de Loíza,Clinic,Loíza,,Helmsley,"Solar Saves Lives group, Hispanic Federation, Helmsley",0,3,270,106434,325.12,475,90,35478,108.373464,158.3333333,"Emergency Room, Treatment Rooms, IT servers, Pharmacy, Laboratory, Refrigerators",AZ Engineering / EP Energy,2/1/20,Complete,18.42865,-65.8767,Building,"ROAD 188, INT. 187, LOIZA, PR 00772-0509",,2020/02/14 00:00:00+00,136
-65.8767,18.42865,134,Concilio de Salud Integral de Loíza,Clinic,Loíza,,Hispanic Federation,"Solar Saves Lives group, Hispanic Federation, Helmsley",0,3,270,106434,325.12,475,90,35478,108.373464,158.3333333,"Emergency Room, Treatment Rooms, IT servers, Pharmacy, Laboratory, Refrigerators",AZ Engineering / EP Energy,2/1/20,Complete,18.42865,-65.8767,Building,"ROAD 188, INT. 187, LOIZA, PR 00772-0509",,2019/03/14 00:00:00+00,137
-65.8767,18.42865,10,Concilio de Salud Integral de Loíza ,Clinic,Loíza,,Fundación Comunitaria,Fundación Comunitaria,1,1,5.4,2128.68,6.5,14.8,5.4,2128.68,6.50240784,14.8,Vaccine Refrigerators,Maximo Solar,,Complete,18.42865,-65.8767,Building,"ROAD 188, INT. 187, LOIZA, PR 00772-0509",,2019/03/14 00:00:00+00,138
-65.725011,18.370058,11,Concilio de Salud Integral de Loíza ,Clinic,Luquillo,,Fundación Comunitaria,Fundación Comunitaria,1,1,5.4,2128.68,6.5,14.8,5.4,2128.68,6.50240784,14.8,Vaccine Refrigerators,Maximo Solar,,Complete,18.370058,-65.725011,Building,"193 Street Km. 1.1; Building #6 , Luquillo, PR 00773",,2019/03/14 00:00:00+00,139
-65.764183,18.38107,12,Concilio de Salud Integral de Loíza ,Clinic,Río Grande,,Fundación Comunitaria,Fundación Comunitaria,1,1,5.4,2128.68,6.5,14.8,5.4,2128.68,6.50240784,14.8,Vaccine Refrigerators,Maximo Solar,,Complete,18.38107,-65.764183,Building,"# 16 Calle Pimentel, Rio Grande, PR 00745-3056",,2019/03/14 00:00:00+00,140
-66.782046,18.298546,13,Corporación de Servicios Medicos Primarios y Prevencion de Hatillo ,Clinic,Utuado,,Direct Relief,"Direct Relief, Solar Saves Lives group",1,2,15.84,6244.13,19.07,20,7.92,3122.064,9.536864832,10,"Vaccine Refrigerators, Lighting in Common Areas, Internet and Servers",New Energy,5/21/18,Complete,18.298546,-66.782046,Building,"ANTONIO R. BARCELO #5 , UTUADO, PR 00641",,2020/02/14 00:00:00+00,141
-66.782046,18.298546,14,Corporación de Servicios Medicos Primarios y Prevencion de Hatillo ,Clinic,Utuado,,Solar Saves Lives group,"Direct Relief, Solar Saves Lives group",0,2,15.84,6244.13,19.07,20,7.92,3122.064,9.536864832,10,"Vaccine Refrigerators, Lighting in Common Areas, Internet and Servers",New Energy,5/21/18,Complete,18.298546,-66.782046,Building,"ANTONIO R. BARCELO #5 , UTUADO, PR 00641",,2020/02/14 00:00:00+00,142
-66.03022,18.23353,15,Corporación SANOS ,Clinic,Caguas I,,American Red Cross,American Red Cross,1,1,110,43362,132.46,228,110,43362,132.456456,228,,,,In Process,18.23353,-66.03022,Building,"Ave. Rafael Cordero Esq. Troche, Caguas, PR",,2020/02/14 00:00:00+00,143
-66.03022,18.23353,16,Corporación SANOS ,Clinic,Caguas I,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine Refrigerators,,,In Process,18.23353,-66.03022,Building,"Ave. Rafael Cordero Esq. Troche, Caguas, PR",,2019/03/18 00:00:00+00,144
-66.039444,18.231389,17,Corporación SANOS ,Clinic,Caguas II,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine Refrigerators,,,In Process,18.231389,-66.039444,Town,,,,145
-66.071036,18.22703,556,Com. Pozo Dulce Lozada,Water Pumping Station,Caguas,500,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,In Process,18.22703,-66.071036,Building,,,2020/07/06 00:00:00+00,146
-65.86479,18.043088,220,"COSSMA, Inc - Cidra",Clinic,Yabucoa,,Direct Relief,"Direct Relief, Solar Saves Lives group, Helmsley",0,3,62,24440.4,74.66,170,20.66666667,8146.8,24.8857584,56.66666667,,Pura Energía,,In Process,18.043088,-65.86479,Building,"Bo. Juan Martín, Carr. 901, Km. 1.6, Yabucoa, PR  00767",,2020/07/06 00:00:00+00,147
-65.86964,18.17798,18,"COSSMA, Inc - Cidra",Clinic,Las Piedras,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,40,5,1971,6.020748,40,Vaccine Refrigerators,,,Complete,18.17798,-65.86964,Building,"Parque Industrial Sur, Lote 8 Carr. 9922, KM 0.3 Las Piedras, PR 00771",,2020/09/14 00:00:00+00,148
-65.86476,18.04328,19,"COSSMA, Inc - Cidra",Clinic,Yabucoa,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,40,5,1971,6.020748,40,Vaccine Refrigerators,,,Complete,18.04328,-65.86476,Building,"Bo. Juan Martín Carr. 901 km. 4.6 Yabucoa, PR 00767",,2019/03/08 00:00:00+00,149
-66.161389,18.175833,137,"COSSMA, Inc - Cidra",Clinic,Cidra,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,40,5,1971,6.020748,40,Vaccine Refrigerators,,,Complete,18.175833,-66.161389,Town,,,2019/03/18 00:00:00+00,150
-65.86479,18.043088,219,"COSSMA, Inc - Cidra",Clinic,Yabucoa,,Solar Saves Lives group,"Direct Relief, Solar Saves Lives group, Helmsley",1,3,62,24440.4,74.66,170,20.66666667,8146.8,24.8857584,56.66666667,,Pura Energía,,In Process,18.043088,-65.86479,Building,"Bo. Juan Martín, Carr. 901, Km. 1.6, Yabucoa, PR  00767",,2020/02/14 00:00:00+00,151
-65.86964,18.17798,221,"COSSMA, Inc - Cidra",Clinic,Las Piedras,,Solar Saves Lives group,"Solar Saves Lives group, Helmsley, Hispanic Federation",1,3,187,73715.4,225.18,456,62.33333333,24571.8,75.0586584,152,,ISO,5/27/20,Complete,18.17798,-65.86964,Building,"Parque Industrial Sur, Lote 8, Carr. 9922, KM 0.3, Las Piedras, PR  00771",,2020/09/14 00:00:00+00,152
-65.86964,18.17798,222,"COSSMA, Inc - Cidra",Clinic,Las Piedras,,Helmsley,"Solar Saves Lives group, Helmsley, Hispanic Federation",0,3,187,73715.4,225.18,456,62.33333333,24571.8,75.0586584,152,,ISO,5/27/20,Complete,18.17798,-65.86964,Building,"Parque Industrial Sur, Lote 8, Carr. 9922, KM 0.3, Las Piedras, PR  00771",,2020/09/14 00:00:00+00,153
-65.86479,18.043088,524,"COSSMA, Inc - Cidra",Clinic,Yabucoa,,Helmsley,"Direct Relief Solar, Saves Lives group, Helmsley",0,3,62,24440.4,74.66,170,20.66666667,8146.8,24.8857584,56.66666667,,Pura Energía,,In Process,18.043088,-65.86479,Building,"Bo. Juan Martín, Carr. 901, Km. 1.6, Yabucoa, PR  00767",,2020/02/14 00:00:00+00,154
-65.86964,18.17798,525,"COSSMA, Inc - Cidra",Clinic,Las Piedras,,Hispanic Federation,"Solar Saves Lives group, Helmsley, Hispanic Federation",0,3,187,73715.4,225.18,456,62.33333333,24571.8,75.0586584,152,,ISO,5/27/20,Complete,18.17798,-65.86964,Building,"Parque Industrial Sur, Lote 8, Carr. 9922, KM 0.3, Las Piedras, PR  00771",,2020/09/14 00:00:00+00,155
-65.968611,18.19,138,"COSSMA, Inc - San Lorenzo",Clinic,San Lorenzo,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,40,5,1971,6.020748,40,Vaccine Refrigerators,,,Complete,18.19,-65.968611,Town,,,2019/03/18 00:00:00+00,156
-66.250146,18.134193,136,"COSSMA, Inc-Cidra - Aibonito",Clinic,Aibonito,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,40,5,1971,6.020748,40,Vaccine Refrigerators,,,Complete,18.134193,-66.250146,Building,"Bo. Robles Sec. Rabanal, Carr. 722 km 6.4",,2019/03/14 00:00:00+00,157
-67.186152,18.38578,20,Costa Salud Community Health Centers ,Clinic,Aguada,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,14.8,5,1971,6.020748,14.8,Vaccine Refrigerators,New Energy,,Complete,18.38578,-67.186152,Building,"106 Calle Colon Bo Asomante, Aguada, PR 00602",,2019/03/14 00:00:00+00,158
-67.25263,18.337137,21,Costa Salud Community Health Centers ,Clinic,Rincón,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,14.8,5,1971,6.020748,14.8,Vaccine Refrigerators,New Energy,,Complete,18.337137,-67.25263,Building,"28 Calle Munoz Rivera W, Rincon, PR 00677-2127",,2019/03/14 00:00:00+00,159
-65.416667,18.116667,235,HealthProMed Foundation,Clinic,Vieques,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine refrigerators,,,Complete,18.116667,-65.416667,Town,,,2019/03/18 00:00:00+00,160
-65.96957,18.406489,236,HealthProMed Foundation,Clinic,Carolina,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine refrigerators,,,Complete,18.406489,-65.96957,Building,"Av. Paseo de los Gigantes, Carolina, PR 00983",,2019/03/18 00:00:00+00,161
-66.05666,18.427586,52,G8,Community Center,San Juan,,Resilient Power Puerto Rico,Resilient Power Puerto Rico,1,1,5,1971,6.02,27,5,1971,6.020748,27,,,10/23/18,Complete,18.427586,-66.05666,Building,"#51 Calle Quisqueya esq. Calle Uruguay, San Juan, 00917, Puerto Rico ",,,162
-66.04779,18.431441,53,Buena Vista Santurce,Community Center,San Juan,,Resilient Power Puerto Rico,Resilient Power Puerto Rico,1,1,5,1971,6.02,27,5,1971,6.020748,27,,,10/22/18,Complete,18.431441,-66.04779,Building,"739, 731 Calle 4, San Juan, 00915, Puerto Rico",,,163
-66.050412,18.428783,54,Buena Vista Hato Rey,Community Center,San Juan,,Resilient Power Puerto Rico,Resilient Power Puerto Rico,1,1,5,1971,6.02,27,5,1971,6.020748,27,,,10/21/18,Complete,18.428783,-66.050412,Building,"213 Calle C, San Juan, 00917, Puerto Rico",,,164
-66.048412,18.434956,55,Mini Oratorio Hijos de Don Bosco,Community Center,San Juan,,Resilient Power Puerto Rico,Resilient Power Puerto Rico,1,1,5,1971,6.02,27,5,1971,6.020748,27,,,8/15/18,Complete,18.434956,-66.048412,Building,"606-634 Calle Fray Bartolomé de Las Casas, San Juan, 00915, Puerto Rico",,,165
-65.87647,18.002683,56,Centro Educativo ATMAR,Community Center,Maunabo,,Resilient Power Puerto Rico,"Resilient Power Puerto Rico, PR x PR ",1,2,5,1971,6.02,27,2.5,985.5,3.010374,13.5,,,,Complete,18.002683,-65.87647,Building,"Maunabo 00707, Puerto Rico",,2019/07/17 00:00:00+00,166
-65.87647,18.002683,57,Centro Educativo ATMAR,Community Center,Maunabo,,PR x PR ,"Resilient Power Puerto Rico, PR x PR ",0,2,5,1971,6.02,27,2.5,,,13.5,,,,Complete,18.002683,-65.87647,Building,"Maunabo 00707, Puerto Rico",,2019/07/17 00:00:00+00,167
